kind,detector,seed,n_tests,far@0.05,far@0.01,far@0.001,raw_far
calibration,PH,0.0,4600.0,0.0004347826086956522,0.0,0.0,0.0034782608695652175
calibration,PH,1.0,4600.0,0.0013043478260869566,0.0,0.0,0.007173913043478261
calibration,PH,2.0,4600.0,0.0002173913043478261,0.0,0.0,0.007173913043478261
calibration,DDM,0.0,4600.0,0.003260869565217391,0.0,0.0,0.011739130434782608
calibration,DDM,1.0,4600.0,0.0002173913043478261,0.0,0.0,0.0010869565217391304
calibration,DDM,2.0,4600.0,0.0017391304347826088,0.0,0.0,0.002391304347826087
