detector,n_streams,rho,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,far_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift
PH,250,0.3,raw,,6,9116,9084,903,878,25,0.9723145071982281,0.09665345662703655,18.680851063829788,1.0,0.7472340425531915,1338.268792710706,25,25,0.0,109.92,82.0,109.92
PH,250,0.3,uncorrected,0.05,6,11281,11231,158,133,25,0.8417721518987342,0.011842222420087258,2.8297872340425534,0.723404255319149,0.11319148936170213,8834.586466165414,25,25,0.0,157.92,152.0,157.92
PH,250,0.3,bonferroni,0.05,6,11675,11593,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,273.92,255.0,273.92
PH,250,0.3,bh_window,0.05,6,11672,11594,26,1,25,0.038461538461538464,8.625150940141452e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,257.92,251.0,257.92
PH,250,0.3,LOND,0.05,6,11685,11448,22,0,22,0.0,0.0,0.0,0.0,0.0,inf,25,22,0.12,708.7727272727273,460.5,893.92
PH,250,0.3,LORD++,0.05,6,11675,11574,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,349.92,351.0,349.92
PH,250,0.3,SAFFRON,0.05,6,11678,11568,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,348.5416666666667,351.0,385.92
PH,250,0.3,alpha-investing,0.05,6,11750,11163,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,25,0,1.0,,,2293.92
PH,250,0.3,raw,,7,8601,8555,1122,1097,25,0.9777183600713012,0.12822910578609,23.340425531914892,0.9574468085106383,0.9336170212765957,1071.1030082041932,25,25,0.0,258.36,177.0,258.36
PH,250,0.3,uncorrected,0.05,7,11108,11048,218,193,25,0.8853211009174312,0.017469225199131064,4.1063829787234045,0.7659574468085106,0.16425531914893618,6088.082901554404,25,25,0.0,218.36,119.0,218.36
PH,250,0.3,bonferroni,0.05,7,11675,11613,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,202.36,197.0,202.36
PH,250,0.3,bh_window,0.05,7,11672,11613,26,1,25,0.038461538461538464,8.61103935244984e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,190.36,179.0,190.36
PH,250,0.3,LOND,0.05,7,11675,11569,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,378.36,342.0,378.36
PH,250,0.3,LORD++,0.05,7,11675,11599,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,258.36,271.0,258.36
PH,250,0.3,SAFFRON,0.05,7,11654,11580,32,7,25,0.21875,0.0006044905008635578,0.14893617021276595,0.10638297872340426,0.005957446808510639,167857.14285714287,25,25,0.0,250.36,252.0,250.36
PH,250,0.3,alpha-investing,0.05,7,11675,11508,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,622.36,408.0,622.36
PH,100,0.0,raw,,0,3713,3699,346,336,10,0.9710982658959537,0.0908353609083536,7.148936170212766,1.0,0.7148936170212766,1398.8095238095239,10,10,0.0,84.0,91.0,84.0
PH,100,0.0,uncorrected,0.05,0,4504,4485,66,56,10,0.8484848484848485,0.012486064659977704,1.1914893617021276,0.6382978723404256,0.11914893617021277,8392.857142857143,10,10,0.0,134.0,119.0,134.0
PH,100,0.0,bonferroni,0.05,0,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,214.0,215.0,214.0
PH,100,0.0,bh_window,0.05,0,4667,4641,11,1,10,0.09090909090909091,0.00021547080370609782,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,204.0,215.0,204.0
PH,100,0.0,LOND,0.05,0,4673,4604,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,324.77777777777777,315.0,634.0
PH,100,0.0,LORD++,0.05,0,4670,4624,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,404.0,262.0,404.0
PH,100,0.0,SAFFRON,0.05,0,4670,4622,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,424.0,311.0,424.0
PH,100,0.0,alpha-investing,0.05,0,4670,4616,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,484.0,338.0,484.0
PH,250,0.3,raw,,8,8994,8959,949,924,25,0.9736564805057956,0.10313651077129143,19.659574468085108,1.0,0.7863829787234042,1271.6450216450216,25,25,0.0,168.96,118.0,168.96
PH,250,0.3,uncorrected,0.05,8,11311,11264,148,123,25,0.831081081081081,0.010919744318181818,2.617021276595745,0.7446808510638298,0.1046808510638298,9552.845528455284,25,25,0.0,136.96,132.0,136.96
PH,250,0.3,bonferroni,0.05,8,11675,11596,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,260.96,259.0,260.96
PH,250,0.3,bh_window,0.05,8,11672,11598,26,1,25,0.038461538461538464,8.62217623728229e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,240.96,243.0,240.96
PH,250,0.3,LOND,0.05,8,11681,11504,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,576.304347826087,410.0,652.96
PH,250,0.3,LORD++,0.05,8,11678,11562,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,380.7083333333333,331.0,408.96
PH,250,0.3,SAFFRON,0.05,8,11678,11563,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,376.5416666666667,324.0,404.96
PH,250,0.3,alpha-investing,0.05,8,11675,11411,25,1,24,0.04,8.763473841030585e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,24,0.040000000000000036,997.375,915.5,1000.96
PH,250,0.3,raw,,9,9545,9502,750,726,24,0.968,0.07640496737528941,15.446808510638299,1.0,0.617872340425532,1618.457300275482,25,24,0.040000000000000036,90.79166666666667,89.5,134.84
PH,250,0.3,uncorrected,0.05,9,11474,11426,92,67,25,0.7282608695652174,0.005863819359355855,1.425531914893617,0.44680851063829785,0.05702127659574468,17537.31343283582,25,25,0.0,130.84,121.0,130.84
PH,250,0.3,bonferroni,0.05,9,11675,11591,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,274.84,248.0,274.84
PH,250,0.3,bh_window,0.05,9,11675,11599,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,242.84,248.0,242.84
PH,250,0.3,LOND,0.05,9,11678,11436,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,859.9583333333334,432.5,906.84
PH,250,0.3,LORD++,0.05,9,11675,11562,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,390.84,338.0,390.84
PH,250,0.3,SAFFRON,0.05,9,11654,11352,32,7,25,0.21875,0.0006166314305849189,0.14893617021276595,0.02127659574468085,0.005957446808510639,167857.14285714287,25,25,0.0,1146.84,1032.0,1146.84
PH,250,0.3,alpha-investing,0.05,9,11666,11343,28,3,25,0.10714285714285714,0.0002644802962179318,0.06382978723404255,0.0425531914893617,0.002553191489361702,391666.6666666667,25,25,0.0,1230.84,1132.0,1230.84
PH,100,0.0,raw,,1,3632,3617,366,356,10,0.9726775956284153,0.0984241083771081,7.574468085106383,1.0,0.7574468085106383,1320.2247191011236,10,10,0.0,96.9,98.5,96.9
PH,100,0.0,uncorrected,0.05,1,4535,4513,55,45,10,0.8181818181818182,0.009971194327498338,0.9574468085106383,0.5531914893617021,0.09574468085106383,10444.444444444445,10,10,0.0,166.9,163.0,166.9
PH,100,0.0,bonferroni,0.05,1,4664,4634,12,2,10,0.16666666666666666,0.00043159257660768235,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,246.9,262.0,246.9
PH,100,0.0,bh_window,0.05,1,4658,4631,14,4,10,0.2857142857142857,0.0008637443316778234,0.0851063829787234,0.0425531914893617,0.00851063829787234,117500.0,10,10,0.0,216.9,210.0,216.9
PH,100,0.0,LOND,0.05,1,4670,4624,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,406.9,356.5,406.9
PH,100,0.0,LORD++,0.05,1,4667,4608,11,1,10,0.09090909090909091,0.00021701388888888888,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,536.9,286.0,536.9
PH,100,0.0,SAFFRON,0.05,1,4667,4605,11,1,10,0.09090909090909091,0.00021715526601520088,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,566.9,323.0,566.9
PH,100,0.0,alpha-investing,0.05,1,4667,4546,11,1,10,0.09090909090909091,0.0002199736031676199,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,1156.9,986.0,1156.9
PH,100,0.0,raw,,2,3593,3580,378,368,10,0.9735449735449735,0.10279329608938548,7.829787234042553,1.0,0.7829787234042553,1277.1739130434783,10,10,0.0,97.8,111.5,97.8
PH,100,0.0,uncorrected,0.05,2,4538,4519,55,45,10,0.8181818181818182,0.009957955299845098,0.9574468085106383,0.5531914893617021,0.09574468085106383,10444.444444444445,10,10,0.0,127.8,131.5,127.8
PH,100,0.0,bonferroni,0.05,2,4667,4635,11,1,10,0.09090909090909091,0.0002157497303128371,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,257.8,232.0,257.8
PH,100,0.0,bh_window,0.05,2,4667,4637,11,1,10,0.09090909090909091,0.00021565667457407807,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,237.8,223.0,237.8
PH,100,0.0,LOND,0.05,2,4673,4595,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,450.3333333333333,350.0,717.8
PH,100,0.0,LORD++,0.05,2,4673,4606,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,328.1111111111111,336.0,607.8
PH,100,0.0,SAFFRON,0.05,2,4673,4602,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,372.55555555555554,357.0,647.8
PH,100,0.0,alpha-investing,0.05,2,4670,4543,10,1,9,0.1,0.00022011886418666079,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,9,0.09999999999999998,994.7777777777778,857.0,1207.8
PH,100,0.0,raw,,4,3610,3596,372,362,10,0.9731182795698925,0.10066740823136819,7.702127659574468,1.0,0.7702127659574468,1298.342541436464,10,10,0.0,104.8,82.5,104.8
PH,100,0.0,uncorrected,0.05,4,4496,4478,71,61,10,0.8591549295774648,0.013622152746761948,1.297872340425532,0.7021276595744681,0.12978723404255318,7704.918032786885,10,10,0.0,124.8,136.5,124.8
PH,100,0.0,bonferroni,0.05,4,4670,4645,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,194.8,191.5,194.8
PH,100,0.0,bh_window,0.05,4,4667,4642,11,1,10,0.09090909090909091,0.00021542438604049978,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,194.8,191.5,194.8
PH,100,0.0,LOND,0.05,4,4673,4615,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,524.8,302.0,524.8
PH,100,0.0,LORD++,0.05,4,4670,4635,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,294.8,291.5,294.8
PH,100,0.0,SAFFRON,0.05,4,4670,4635,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,294.8,250.0,294.8
PH,100,0.0,alpha-investing,0.05,4,4673,4596,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,673.2222222222222,624.0,714.8
PH,100,0.0,raw,,3,3738,3723,328,318,10,0.9695121951219512,0.0854149879129734,6.76595744680851,1.0,0.676595744680851,1477.9874213836479,10,10,0.0,120.9,115.5,120.9
PH,100,0.0,uncorrected,0.05,3,4523,4503,60,50,10,0.8333333333333334,0.01110370863868532,1.0638297872340425,0.5957446808510638,0.10638297872340426,9400.0,10,10,0.0,140.9,129.0,140.9
PH,100,0.0,bonferroni,0.05,3,4670,4639,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,250.9,234.5,250.9
PH,100,0.0,bh_window,0.05,3,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,230.9,229.0,230.9
PH,100,0.0,LOND,0.05,3,4673,4599,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,493.22222222222223,324.0,680.9
PH,100,0.0,LORD++,0.05,3,4670,4629,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,350.9,336.0,350.9
PH,100,0.0,SAFFRON,0.05,3,4670,4624,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,400.9,360.0,400.9
PH,100,0.0,alpha-investing,0.05,3,4670,4489,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1750.9,1797.0,1750.9
PH,100,0.0,raw,,5,3615,3601,376,366,10,0.973404255319149,0.10163843376839767,7.787234042553192,1.0,0.7787234042553192,1284.1530054644809,10,10,0.0,120.6,113.5,120.6
PH,100,0.0,uncorrected,0.05,5,4500,4483,69,59,10,0.855072463768116,0.013160829801472228,1.2553191489361701,0.723404255319149,0.125531914893617,7966.1016949152545,10,10,0.0,130.6,119.5,130.6
PH,100,0.0,bonferroni,0.05,5,4667,4638,11,1,10,0.09090909090909091,0.00021561017680034498,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,230.6,213.5,230.6
PH,100,0.0,bh_window,0.05,5,4664,4635,12,2,10,0.16666666666666666,0.0004314994606256742,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,230.6,213.5,230.6
PH,100,0.0,LOND,0.05,5,4679,4591,7,0,7,0.0,0.0,0.0,0.0,0.0,inf,10,7,0.30000000000000004,382.0,403.0,820.6
PH,100,0.0,LORD++,0.05,5,4670,4623,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,410.6,335.0,410.6
PH,100,0.0,SAFFRON,0.05,5,4667,4616,11,1,10,0.09090909090909091,0.0002166377816291161,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,450.6,408.5,450.6
PH,100,0.0,alpha-investing,0.05,5,4670,4591,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,730.6,818.5,730.6
PH,250,0.3,raw,,1,8593,8566,1054,1029,25,0.976280834914611,0.12012607985057203,21.893617021276597,0.9574468085106383,0.8757446808510638,1141.8853255587949,25,25,0.0,125.24,88.0,125.24
PH,250,0.3,uncorrected,0.05,1,10836,10773,305,281,24,0.921311475409836,0.0260837278381138,5.9787234042553195,0.7446808510638298,0.23914893617021277,4181.494661921708,25,24,0.040000000000000036,126.33333333333333,107.5,245.24
PH,250,0.3,bonferroni,0.05,1,11624,11571,42,17,25,0.40476190476190477,0.0014691902169216143,0.3617021276595745,0.2553191489361702,0.01446808510638298,69117.64705882352,25,25,0.0,169.24,168.0,169.24
PH,250,0.3,bh_window,0.05,1,11450,11394,100,75,25,0.75,0.006582411795681938,1.5957446808510638,0.1702127659574468,0.06382978723404255,15666.666666666666,25,25,0.0,181.24,170.0,181.24
PH,250,0.3,LOND,0.05,1,11675,11595,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,277.24,242.0,277.24
PH,250,0.3,LORD++,0.05,1,11624,11560,42,17,25,0.40476190476190477,0.0014705882352941176,0.3617021276595745,0.10638297872340426,0.01446808510638298,69117.64705882352,25,25,0.0,213.24,194.0,213.24
PH,250,0.3,SAFFRON,0.05,1,11132,11025,206,182,24,0.883495145631068,0.01650793650793651,3.872340425531915,0.0425531914893617,0.1548936170212766,6456.043956043956,25,24,0.040000000000000036,306.7916666666667,263.5,405.24
PH,250,0.3,alpha-investing,0.05,1,6412,6373,2000,1975,25,0.9875,0.3099011454573984,42.02127659574468,0.3404255319148936,1.6808510638297873,594.9367088607595,25,25,0.0,237.24,276.0,237.24
PH,100,0.0,raw,,6,3713,3703,340,330,10,0.9705882352941176,0.08911693221712125,7.0212765957446805,1.0,0.7021276595744681,1424.2424242424242,10,10,0.0,90.7,76.5,90.7
PH,100,0.0,uncorrected,0.05,6,4553,4536,50,40,10,0.8,0.008818342151675485,0.851063829787234,0.574468085106383,0.0851063829787234,11750.0,10,10,0.0,140.7,146.5,140.7
PH,100,0.0,bonferroni,0.05,6,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,240.7,245.0,240.7
PH,100,0.0,bh_window,0.05,6,4670,4644,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,230.7,211.0,230.7
PH,100,0.0,LOND,0.05,6,4682,4551,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,375.0,335.5,1280.7
PH,100,0.0,LORD++,0.05,6,4670,4564,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1030.7,671.0,1030.7
PH,100,0.0,SAFFRON,0.05,6,4667,4563,11,1,10,0.09090909090909091,0.00021915406530791147,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,1010.7,671.0,1010.7
PH,100,0.0,alpha-investing,0.05,6,4670,4559,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1080.7,721.0,1080.7
PH,100,0.0,raw,,7,3640,3626,365,355,10,0.9726027397260274,0.09790402647545504,7.553191489361702,1.0,0.7553191489361702,1323.943661971831,10,10,0.0,156.5,117.5,156.5
PH,100,0.0,uncorrected,0.05,7,4523,4507,59,49,10,0.8305084745762712,0.01087197692478367,1.0425531914893618,0.6170212765957447,0.10425531914893617,9591.836734693878,10,10,0.0,96.5,103.0,96.5
PH,100,0.0,bonferroni,0.05,7,4670,4646,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,176.5,175.5,176.5
PH,100,0.0,bh_window,0.05,7,4670,4648,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,156.5,154.5,156.5
PH,100,0.0,LOND,0.05,7,4673,4623,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,322.8888888888889,304.0,436.5
PH,100,0.0,LORD++,0.05,7,4671,4629,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,356.5,272.5,356.5
PH,100,0.0,SAFFRON,0.05,7,4676,4624,8,0,8,0.0,0.0,0.0,0.0,0.0,inf,10,8,0.19999999999999996,260.25,265.5,456.5
PH,100,0.0,alpha-investing,0.05,7,4676,4617,8,0,8,0.0,0.0,0.0,0.0,0.0,inf,10,8,0.19999999999999996,347.75,344.5,526.5
PH,100,0.0,raw,,8,3611,3599,373,363,10,0.9731903485254692,0.1008613503751042,7.723404255319149,1.0,0.7723404255319148,1294.7658402203856,10,10,0.0,100.6,87.5,100.6
PH,100,0.0,uncorrected,0.05,8,4541,4525,53,43,10,0.8113207547169812,0.009502762430939227,0.9148936170212766,0.46808510638297873,0.09148936170212765,10930.232558139534,10,10,0.0,110.6,105.5,110.6
PH,100,0.0,bonferroni,0.05,8,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,210.6,204.0,210.6
PH,100,0.0,bh_window,0.05,8,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,210.6,204.0,210.6
PH,100,0.0,LOND,0.05,8,4671,4588,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,770.6,518.0,770.6
PH,100,0.0,LORD++,0.05,8,4670,4627,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,370.6,300.0,370.6
PH,100,0.0,SAFFRON,0.05,8,4670,4624,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,400.6,360.5,400.6
PH,100,0.0,alpha-investing,0.05,8,4670,4599,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,650.6,408.5,650.6
PH,100,0.0,raw,,9,3560,3547,390,380,10,0.9743589743589743,0.10713278827177897,8.085106382978724,1.0,0.8085106382978723,1236.842105263158,10,10,0.0,103.4,87.0,103.4
PH,100,0.0,uncorrected,0.05,9,4504,4487,66,56,10,0.8484848484848485,0.0124804992199688,1.1914893617021276,0.6382978723404256,0.11914893617021277,8392.857142857143,10,10,0.0,113.4,120.0,113.4
PH,100,0.0,bonferroni,0.05,9,4667,4641,11,1,10,0.09090909090909091,0.00021547080370609782,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,203.4,211.5,203.4
PH,100,0.0,bh_window,0.05,9,4667,4641,11,1,10,0.09090909090909091,0.00021547080370609782,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,203.4,211.5,203.4
PH,100,0.0,LOND,0.05,9,4670,4616,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,483.4,420.0,483.4
PH,100,0.0,LORD++,0.05,9,4670,4621,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,433.4,396.5,433.4
PH,100,0.0,SAFFRON,0.05,9,4667,4591,11,1,10,0.09090909090909091,0.00021781746896101068,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,703.4,465.5,703.4
PH,100,0.0,alpha-investing,0.05,9,4667,4571,11,2,9,0.18181818181818182,0.0004375410194705754,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,9,0.09999999999999998,845.5555555555555,607.0,903.4
PH,100,0.3,raw,,0,3650,3636,365,355,10,0.9726027397260274,0.09763476347634764,7.553191489361702,0.9148936170212766,0.7553191489361702,1323.943661971831,10,10,0.0,104.0,97.5,104.0
PH,100,0.3,uncorrected,0.05,0,4549,4532,52,42,10,0.8076923076923077,0.009267431597528684,0.8936170212765957,0.425531914893617,0.08936170212765958,11190.47619047619,10,10,0.0,124.0,115.0,124.0
PH,100,0.3,bonferroni,0.05,0,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.0,219.0,234.0
PH,100,0.3,bh_window,0.05,0,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.0,219.0,234.0
PH,100,0.3,LOND,0.05,0,4673,4600,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,369.22222222222223,361.0,674.0
PH,100,0.3,LORD++,0.05,0,4670,4615,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,494.0,338.0,494.0
PH,100,0.3,SAFFRON,0.05,0,4670,4627,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,374.0,309.0,374.0
PH,100,0.3,alpha-investing,0.05,0,4670,4602,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,624.0,474.5,624.0
PH,100,0.3,raw,,1,3552,3537,383,373,10,0.9738903394255874,0.10545660163980775,7.9361702127659575,0.8723404255319149,0.7936170212765957,1260.053619302949,10,10,0.0,156.9,133.0,156.9
PH,100,0.3,uncorrected,0.05,1,4376,4358,108,98,10,0.9074074074074074,0.022487379531895366,2.0851063829787235,0.574468085106383,0.20851063829787234,4795.918367346939,10,10,0.0,126.9,124.5,126.9
PH,100,0.3,bonferroni,0.05,1,4652,4627,16,6,10,0.375,0.0012967365463583316,0.1276595744680851,0.06382978723404255,0.01276595744680851,78333.33333333333,10,10,0.0,196.9,204.0,196.9
PH,100,0.3,bh_window,0.05,1,4628,4605,24,14,10,0.5833333333333334,0.0030401737242128123,0.2978723404255319,0.0851063829787234,0.029787234042553193,33571.42857142857,10,10,0.0,176.9,172.5,176.9
PH,100,0.3,LOND,0.05,1,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,306.9,304.0,306.9
PH,100,0.3,LORD++,0.05,1,4667,4636,11,1,10,0.09090909090909091,0.00021570319240724764,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,256.9,256.0,256.9
PH,100,0.3,SAFFRON,0.05,1,4562,4527,46,36,10,0.782608695652174,0.007952286282306162,0.7659574468085106,0.0425531914893617,0.07659574468085106,13055.555555555555,10,10,0.0,296.9,272.5,296.9
PH,100,0.3,alpha-investing,0.05,1,4655,4618,15,5,10,0.3333333333333333,0.0010827197921178,0.10638297872340426,0.0425531914893617,0.010638297872340425,94000.0,10,10,0.0,316.9,296.5,316.9
PH,100,0.3,raw,,3,3781,3765,312,302,10,0.967948717948718,0.0802124833997344,6.425531914893617,0.9148936170212766,0.6425531914893617,1556.291390728477,10,10,0.0,130.9,123.0,130.9
PH,100,0.3,uncorrected,0.05,3,4592,4571,36,26,10,0.7222222222222222,0.0056880332531174796,0.5531914893617021,0.3191489361702128,0.05531914893617021,18076.923076923078,10,10,0.0,150.9,134.5,150.9
PH,100,0.3,bonferroni,0.05,3,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,260.9,251.5,260.9
PH,100,0.3,bh_window,0.05,3,4670,4639,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,250.9,251.5,250.9
PH,100,0.3,LOND,0.05,3,4682,4558,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,440.0,412.5,1180.9
PH,100,0.3,LORD++,0.05,3,4673,4623,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,440.9,393.0,440.9
PH,100,0.3,SAFFRON,0.05,3,4673,4589,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,725.3333333333334,722.0,780.9
PH,100,0.3,alpha-investing,0.05,3,4670,4586,10,1,9,0.1,0.00021805494984736154,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,9,0.09999999999999998,725.3333333333334,722.0,780.9
PH,100,0.3,raw,,4,3735,3722,327,317,10,0.9694189602446484,0.08516926383664697,6.74468085106383,0.9574468085106383,0.674468085106383,1482.6498422712934,10,10,0.0,94.8,73.0,94.8
PH,100,0.3,uncorrected,0.05,4,4556,4538,50,40,10,0.8,0.00881445570736007,0.851063829787234,0.48936170212765956,0.0851063829787234,11750.0,10,10,0.0,124.8,136.5,124.8
PH,100,0.3,bonferroni,0.05,4,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.8,248.5,234.8
PH,100,0.3,bh_window,0.05,4,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.8,248.5,234.8
PH,100,0.3,LOND,0.05,4,4673,4610,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,517.6666666666666,308.0,574.8
PH,100,0.3,LORD++,0.05,4,4670,4626,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,384.8,256.0,384.8
PH,100,0.3,SAFFRON,0.05,4,4670,4622,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,424.8,300.0,424.8
PH,100,0.3,alpha-investing,0.05,4,4673,4611,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,506.55555555555554,357.0,564.8
PH,100,0.3,raw,,2,3608,3595,398,388,10,0.9748743718592965,0.10792767732962448,8.25531914893617,0.8936170212765957,0.825531914893617,1211.340206185567,10,10,0.0,117.8,111.5,117.8
