detector,n_streams,rho,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,far_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift
PH,500,0.3,uncorrected,0.05,8,22606,22519,301,251,50,0.8338870431893688,0.011146143256805364,5.340425531914893,0.8723404255319149,0.10680851063829787,9362.549800796813,50,50,0.0,134.32,137.5,134.32
PH,500,0.3,bonferroni,0.05,8,23350,23196,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,262.32,261.0,262.32
PH,500,0.3,bh_window,0.05,8,23350,23209,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,236.32,250.5,236.32
PH,500,0.3,LOND,0.05,8,23359,23054,47,0,47,0.0,0.0,0.0,0.0,0.0,inf,50,47,0.06000000000000005,483.0851063829787,375.0,564.32
PH,500,0.3,LORD++,0.05,8,23350,23177,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,300.32,278.5,300.32
PH,500,0.3,SAFFRON,0.05,8,23326,23141,58,8,50,0.13793103448275862,0.00034570675424571107,0.1702127659574468,0.06382978723404255,0.003404255319148936,293750.0,50,50,0.0,326.32,298.0,326.32
PH,500,0.3,alpha-investing,0.05,8,23377,22832,41,0,41,0.0,0.0,0.0,0.0,0.0,inf,50,41,0.18000000000000005,951.0487804878048,878.0,1044.32
PH,500,0.3,raw,,7,17367,17301,2218,2168,50,0.9774571686203787,0.1253106756834865,46.12765957446808,1.0,0.9225531914893617,1083.9483394833949,50,50,0.0,123.66,97.5,123.66
PH,500,0.3,uncorrected,0.05,7,22158,22077,470,420,50,0.8936170212765957,0.019024323957059382,8.936170212765957,0.8723404255319149,0.17872340425531916,5595.238095238095,50,50,0.0,119.66,112.0,119.66
PH,500,0.3,bonferroni,0.05,7,23350,23201,51,1,50,0.0196078431372549,4.3101590448687555e-05,0.02127659574468085,0.02127659574468085,0.000425531914893617,2350000.0,50,50,0.0,247.66,228.0,247.66
PH,500,0.3,bh_window,0.05,7,23335,23207,55,5,50,0.09090909090909091,0.00021545223423966907,0.10638297872340426,0.06382978723404255,0.002127659574468085,470000.0,50,50,0.0,205.66,203.5,205.66
PH,500,0.3,LOND,0.05,7,23368,23070,45,0,45,0.0,0.0,0.0,0.0,0.0,inf,50,45,0.09999999999999998,378.46666666666664,352.0,545.66
PH,500,0.3,LORD++,0.05,7,23344,23181,52,2,50,0.038461538461538464,8.62775548940943e-05,0.0425531914893617,0.0425531914893617,0.000851063829787234,1175000.0,50,50,0.0,275.66,251.0,275.66
PH,500,0.3,SAFFRON,0.05,7,22571,22406,310,261,49,0.8419354838709677,0.011648665536017138,5.553191489361702,0.1276595744680851,0.11106382978723404,9003.83141762452,50,49,0.020000000000000018,255.0612244897959,233.0,285.66
PH,500,0.3,alpha-investing,0.05,7,23353,22980,49,1,48,0.02040816326530612,4.351610095735422e-05,0.02127659574468085,0.02127659574468085,0.000425531914893617,2350000.0,50,48,0.040000000000000036,679.3125,597.5,695.66
PH,250,0.0,raw,,0,9079,9051,923,898,25,0.9729144095341279,0.09921555629212242,19.106382978723403,1.0,0.7642553191489362,1308.4632516703787,25,25,0.0,131.4,90.0,131.4
PH,250,0.0,uncorrected,0.05,0,11310,11270,148,123,25,0.831081081081081,0.010913930789707187,2.617021276595745,0.851063829787234,0.1046808510638298,9552.845528455284,25,25,0.0,135.4,128.0,135.4
PH,250,0.0,bonferroni,0.05,0,11672,11604,26,1,25,0.038461538461538464,8.617718028266115e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,231.4,225.0,231.4
PH,250,0.0,bh_window,0.05,0,11666,11602,28,3,25,0.10714285714285714,0.0002585761075676607,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,25,0.0,215.4,225.0,215.4
PH,250,0.0,LOND,0.05,0,11687,11523,21,0,21,0.0,0.0,0.0,0.0,0.0,inf,25,21,0.16000000000000003,386.23809523809524,348.0,615.4
PH,250,0.0,LORD++,0.05,0,11675,11581,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,335.4,287.0,335.4
PH,250,0.0,SAFFRON,0.05,0,11663,11568,29,4,25,0.13793103448275862,0.00034578146611341634,0.0851063829787234,0.06382978723404255,0.003404255319148936,293750.0,25,25,0.0,339.4,287.0,339.4
PH,250,0.0,alpha-investing,0.05,0,11663,11516,29,4,25,0.13793103448275862,0.0003473428273706148,0.0851063829787234,0.06382978723404255,0.003404255319148936,293750.0,25,25,0.0,547.4,479.0,547.4
PH,250,0.0,raw,,1,9185,9156,886,861,25,0.9717832957110609,0.09403669724770643,18.319148936170212,1.0,0.7327659574468085,1364.692218350755,25,25,0.0,145.24,96.0,145.24
PH,250,0.0,uncorrected,0.05,1,11234,11195,174,149,25,0.8563218390804598,0.013309513175524788,3.1702127659574466,0.9361702127659575,0.12680851063829787,7885.906040268456,25,25,0.0,121.24,110.0,121.24
PH,250,0.0,bonferroni,0.05,1,11669,11600,27,2,25,0.07407407407407407,0.00017241379310344826,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,233.24,242.0,233.24
PH,250,0.0,bh_window,0.05,1,11666,11600,28,3,25,0.10714285714285714,0.0002586206896551724,0.06382978723404255,0.0425531914893617,0.002553191489361702,391666.6666666667,25,25,0.0,221.24,232.0,221.24
PH,250,0.0,LOND,0.05,1,11678,11540,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,428.8333333333333,378.0,509.24
PH,250,0.0,LORD++,0.05,1,11672,11585,26,1,25,0.038461538461538464,8.631851532153647e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,305.24,289.0,305.24
PH,250,0.0,SAFFRON,0.05,1,11672,11584,26,1,25,0.038461538461538464,8.632596685082873e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,309.24,293.0,309.24
PH,250,0.0,alpha-investing,0.05,1,11672,11513,26,5,21,0.19230769230769232,0.0004342916702857639,0.10638297872340426,0.06382978723404255,0.00425531914893617,235000.0,25,21,0.16000000000000003,488.76190476190476,486.0,593.24
PH,500,0.3,raw,,9,18915,18852,1561,1511,50,0.9679692504804612,0.08015064714619138,32.148936170212764,1.0,0.6429787234042553,1555.261416280609,50,50,0.0,122.04,93.0,122.04
PH,500,0.3,uncorrected,0.05,9,23024,22930,159,109,50,0.6855345911949685,0.004753597906672481,2.3191489361702127,0.6382978723404256,0.04638297872340426,21559.633027522937,50,50,0.0,148.04,149.5,148.04
PH,500,0.3,bonferroni,0.05,9,23353,23146,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,352.8979591836735,319.0,368.04
PH,500,0.3,bh_window,0.05,9,23353,23182,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,279.42857142857144,265.0,296.04
PH,500,0.3,LOND,0.05,9,23395,22774,35,0,35,0.0,0.0,0.0,0.0,0.0,inf,50,35,0.30000000000000004,618.4,407.0,1196.04
PH,500,0.3,LORD++,0.05,9,23353,23114,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,418.2040816326531,345.0,432.04
PH,500,0.3,SAFFRON,0.05,9,23347,23081,51,2,49,0.0392156862745098,8.665135826004073e-05,0.0425531914893617,0.0425531914893617,0.000851063829787234,1175000.0,50,49,0.020000000000000018,473.3061224489796,382.0,486.04
PH,500,0.3,alpha-investing,0.05,9,23353,23024,49,3,46,0.061224489795918366,0.00013029881862404447,0.06382978723404255,0.0425531914893617,0.001276595744680851,783333.3333333334,50,46,0.07999999999999996,552.1739130434783,448.5,612.04
PH,250,0.0,raw,,2,9171,9119,890,866,24,0.9730337078651685,0.09496655335014804,18.425531914893618,1.0,0.7370212765957447,1356.8129330254042,25,24,0.040000000000000036,114.5,105.5,185.48
PH,250,0.0,uncorrected,0.05,2,11328,11286,147,122,25,0.8299319727891157,0.010809852915116073,2.595744680851064,0.8723404255319149,0.10382978723404256,9631.147540983606,25,25,0.0,117.48,109.0,117.48
PH,250,0.0,bonferroni,0.05,2,11675,11603,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,237.48,216.0,237.48
PH,250,0.0,bh_window,0.05,2,11672,11605,26,1,25,0.038461538461538464,8.616975441619992e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,217.48,216.0,217.48
PH,250,0.0,LOND,0.05,2,11681,11516,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,468.0869565217391,350.0,609.48
PH,250,0.0,LORD++,0.05,2,11675,11586,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,305.48,266.0,305.48
PH,250,0.0,SAFFRON,0.05,2,11672,11584,26,1,25,0.038461538461538464,8.632596685082873e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,301.48,250.0,301.48
PH,250,0.0,alpha-investing,0.05,2,11675,11553,25,1,24,0.04,8.655760408551892e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,24,0.040000000000000036,404.375,332.0,437.48
PH,250,0.0,raw,,3,9267,9211,860,836,24,0.9720930232558139,0.09076104657474758,17.78723404255319,1.0,0.7114893617021276,1405.5023923444976,25,24,0.040000000000000036,100.54166666666667,80.5,212.08
PH,250,0.0,uncorrected,0.05,3,11320,11277,149,124,25,0.8322147651006712,0.010995832224882504,2.6382978723404253,0.8085106382978723,0.10553191489361702,9475.806451612903,25,25,0.0,128.08,133.0,128.08
PH,250,0.0,bonferroni,0.05,3,11675,11602,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,248.08,244.0,248.08
PH,250,0.0,bh_window,0.05,3,11672,11600,26,1,25,0.038461538461538464,8.620689655172413e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,244.08,244.0,244.08
PH,250,0.0,LOND,0.05,3,11687,11481,21,0,21,0.0,0.0,0.0,0.0,0.0,inf,25,21,0.16000000000000003,517.1428571428571,381.0,780.08
PH,250,0.0,LORD++,0.05,3,11675,11574,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,360.08,289.0,360.08
PH,250,0.0,SAFFRON,0.05,3,11678,11564,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,380.4166666666667,311.0,412.08
PH,250,0.0,alpha-investing,0.05,3,11675,11486,25,1,24,0.04,8.706251088281386e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,24,0.040000000000000036,645.0,426.0,712.08
PH,250,0.0,raw,,4,9180,9151,883,858,25,0.9716874292185731,0.09376024478199103,18.25531914893617,1.0,0.7302127659574468,1369.4638694638695,25,25,0.0,116.76,90.0,116.76
PH,250,0.0,uncorrected,0.05,4,11331,11294,141,116,25,0.8226950354609929,0.010270940322295023,2.4680851063829787,0.8723404255319149,0.09872340425531916,10129.310344827587,25,25,0.0,120.76,109.0,120.76
PH,250,0.0,bonferroni,0.05,4,11675,11603,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,244.76,253.0,244.76
PH,250,0.0,bh_window,0.05,4,11675,11609,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,220.76,198.0,220.76
PH,250,0.0,LOND,0.05,4,11687,11483,21,0,21,0.0,0.0,0.0,0.0,0.0,inf,25,21,0.16000000000000003,605.6190476190476,354.0,772.76
PH,250,0.0,LORD++,0.05,4,11675,11589,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,300.76,276.0,300.76
PH,250,0.0,SAFFRON,0.05,4,11675,11573,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,364.76,271.0,364.76
PH,250,0.0,alpha-investing,0.05,4,11681,11489,23,1,22,0.043478260869565216,8.703977717817043e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,22,0.12,675.1363636363636,496.0,724.76
PH,250,0.0,raw,,5,9110,9080,909,884,25,0.9724972497249725,0.0973568281938326,18.80851063829787,1.0,0.7523404255319149,1329.185520361991,25,25,0.0,110.48,103.0,110.48
PH,250,0.0,uncorrected,0.05,5,11252,11214,168,143,25,0.8511904761904762,0.012751917246299269,3.0425531914893615,0.8936170212765957,0.12170212765957447,8216.783216783217,25,25,0.0,118.48,106.0,118.48
PH,250,0.0,bonferroni,0.05,5,11669,11604,28,3,25,0.10714285714285714,0.0002585315408479835,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,25,0.0,222.48,203.0,222.48
PH,250,0.0,bh_window,0.05,5,11663,11604,29,4,25,0.13793103448275862,0.0003447087211306446,0.0851063829787234,0.0851063829787234,0.003404255319148936,293750.0,25,25,0.0,198.48,191.0,198.48
PH,250,0.0,LOND,0.05,5,11675,11570,25,1,24,0.04,8.643042350907519e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,24,0.040000000000000036,296.6666666666667,294.0,374.48
PH,250,0.0,LORD++,0.05,5,11672,11591,26,1,25,0.038461538461538464,8.62738331464067e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,278.48,248.0,278.48
PH,250,0.0,SAFFRON,0.05,5,11669,11588,27,2,25,0.07407407407407407,0.00017259233690024162,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,278.48,248.0,278.48
PH,250,0.0,alpha-investing,0.05,5,11672,11523,26,3,23,0.11538461538461539,0.0002603488674824265,0.06382978723404255,0.0425531914893617,0.002553191489361702,391666.6666666667,25,23,0.07999999999999996,446.0,355.0,550.48
PH,250,0.0,raw,,6,8988,8957,953,928,25,0.9737670514165793,0.10360611811990622,19.74468085106383,1.0,0.7897872340425532,1266.1637931034484,25,25,0.0,137.92,101.0,137.92
PH,250,0.0,uncorrected,0.05,6,11314,11268,148,123,25,0.831081081081081,0.010915867944621939,2.617021276595745,0.8297872340425532,0.1046808510638298,9552.845528455284,25,25,0.0,129.92,131.0,129.92
PH,250,0.0,bonferroni,0.05,6,11672,11596,26,1,25,0.038461538461538464,8.623663332183511e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,249.92,231.0,249.92
PH,250,0.0,bh_window,0.05,6,11669,11596,27,2,25,0.07407407407407407,0.00017247326664367022,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,237.92,221.0,237.92
PH,250,0.0,LOND,0.05,6,11684,11518,22,0,22,0.0,0.0,0.0,0.0,0.0,inf,25,22,0.12,461.6818181818182,376.5,609.92
PH,250,0.0,LORD++,0.05,6,11678,11574,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,332.25,311.5,361.92
PH,250,0.0,SAFFRON,0.05,6,11675,11571,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,361.92,320.0,361.92
PH,250,0.0,alpha-investing,0.05,6,11690,11487,20,2,18,0.1,0.0001741098633237573,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,18,0.28,482.6111111111111,468.5,757.92
PH,250,0.0,raw,,7,9090,9041,923,898,25,0.9729144095341279,0.09932529587435018,19.106382978723403,1.0,0.7642553191489362,1308.4632516703787,25,25,0.0,206.36,98.0,206.36
PH,250,0.0,uncorrected,0.05,7,11344,11301,136,111,25,0.8161764705882353,0.009822139633660737,2.3617021276595747,0.7872340425531915,0.09446808510638298,10585.585585585586,25,25,0.0,126.36,119.0,126.36
PH,250,0.0,bonferroni,0.05,7,11672,11598,26,1,25,0.038461538461538464,8.62217623728229e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,250.36,217.0,250.36
PH,250,0.0,bh_window,0.05,7,11672,11602,26,1,25,0.038461538461538464,8.619203585588692e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,234.36,208.0,234.36
PH,250,0.0,LOND,0.05,7,11681,11467,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,712.4347826086956,358.0,810.36
PH,250,0.0,LORD++,0.05,7,11678,11559,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,340.9166666666667,295.0,430.36
PH,250,0.0,SAFFRON,0.05,7,11675,11572,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,366.36,335.0,366.36
PH,250,0.0,alpha-investing,0.05,7,11669,11488,27,2,25,0.07407407407407407,0.00017409470752089137,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,678.36,577.0,678.36
PH,250,0.0,raw,,8,9132,9097,912,887,25,0.9725877192982456,0.09750467186984721,18.872340425531913,1.0,0.7548936170212766,1324.6899661781285,25,25,0.0,116.96,109.0,116.96
PH,250,0.0,uncorrected,0.05,8,11269,11220,164,139,25,0.8475609756097561,0.012388591800356506,2.9574468085106385,0.8936170212765957,0.11829787234042553,8453.237410071943,25,25,0.0,140.96,143.0,140.96
PH,250,0.0,bonferroni,0.05,8,11675,11601,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,240.96,243.0,240.96
PH,250,0.0,bh_window,0.05,8,11669,11600,27,2,25,0.07407407407407407,0.00017241379310344826,0.0425531914893617,0.02127659574468085,0.001702127659574468,587500.0,25,25,0.0,220.96,218.0,220.96
PH,250,0.0,LOND,0.05,8,11678,11530,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,514.0416666666666,396.0,536.96
PH,250,0.0,LORD++,0.05,8,11675,11580,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,324.96,309.0,324.96
PH,250,0.0,SAFFRON,0.05,8,11669,11545,27,2,25,0.07407407407407407,0.00017323516673884798,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,440.96,347.0,440.96
PH,250,0.0,alpha-investing,0.05,8,11681,11549,23,1,22,0.043478260869565216,8.658758334054896e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,22,0.12,381.22727272727275,353.0,472.96
PH,250,0.0,raw,,9,9203,9170,882,857,25,0.971655328798186,0.09345692475463468,18.23404255319149,1.0,0.7293617021276596,1371.0618436406069,25,25,0.0,158.84,115.0,158.84
PH,250,0.0,uncorrected,0.05,9,11270,11225,161,136,25,0.84472049689441,0.012115812917594655,2.893617021276596,0.8297872340425532,0.11574468085106383,8639.70588235294,25,25,0.0,138.84,122.0,138.84
PH,250,0.0,bonferroni,0.05,9,11669,11596,27,2,25,0.07407407407407407,0.00017247326664367022,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,230.84,218.0,230.84
PH,250,0.0,bh_window,0.05,9,11669,11602,27,2,25,0.07407407407407407,0.00017238407171177384,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,25,0.0,206.84,214.0,206.84
PH,250,0.0,LOND,0.05,9,11681,11514,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,427.82608695652175,321.0,606.84
PH,250,0.0,LORD++,0.05,9,11675,11592,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,270.84,235.0,270.84
PH,250,0.0,SAFFRON,0.05,9,11666,11577,28,3,25,0.10714285714285714,0.0002591344908007256,0.06382978723404255,0.0425531914893617,0.002553191489361702,391666.6666666667,25,25,0.0,294.84,302.0,294.84
PH,250,0.0,alpha-investing,0.05,9,11669,11538,27,2,25,0.07407407407407407,0.0001733402669440111,0.0425531914893617,0.02127659574468085,0.001702127659574468,587500.0,25,25,0.0,462.84,393.0,462.84
PH,250,0.3,raw,,0,9161,9134,899,874,25,0.9721913236929922,0.09568644624479965,18.595744680851062,1.0,0.7438297872340426,1344.3935926773456,25,25,0.0,123.4,87.0,123.4
PH,250,0.3,uncorrected,0.05,0,11340,11301,143,118,25,0.8251748251748252,0.010441553844792496,2.5106382978723403,0.6808510638297872,0.10042553191489362,9957.627118644068,25,25,0.0,115.4,113.0,115.4
PH,250,0.3,bonferroni,0.05,0,11675,11602,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,251.4,248.0,251.4
PH,250,0.3,bh_window,0.05,0,11672,11609,26,1,25,0.038461538461538464,8.614006374364717e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,211.4,207.0,211.4
PH,250,0.3,LOND,0.05,0,11681,11515,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,535.8333333333334,397.0,623.4
PH,250,0.3,LORD++,0.05,0,11675,11573,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,367.4,287.0,367.4
PH,250,0.3,SAFFRON,0.05,0,11675,11566,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,395.4,297.0,395.4
PH,250,0.3,alpha-investing,0.05,0,11672,11419,26,1,25,0.038461538461538464,8.757334267448988e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,971.4,874.0,971.4
PH,250,0.3,raw,,2,8824,8774,1047,1023,24,0.9770773638968482,0.11659448370184636,21.76595744680851,1.0,0.8706382978723404,1148.5826001955033,25,24,0.040000000000000036,106.16666666666667,101.0,177.48
PH,250,0.3,uncorrected,0.05,2,11165,11126,214,189,25,0.883177570093458,0.01698723710228294,4.0212765957446805,0.7872340425531915,0.16085106382978723,6216.931216931217,25,25,0.0,105.48,105.0,105.48
PH,250,0.3,bonferroni,0.05,2,11672,11609,26,1,25,0.038461538461538464,8.614006374364717e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,201.48,205.0,201.48
PH,250,0.3,bh_window,0.05,2,11666,11608,28,3,25,0.10714285714285714,0.00025844245348035836,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,25,0.0,181.48,189.0,181.48
PH,250,0.3,LOND,0.05,2,11675,11563,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,397.48,308.0,397.48
PH,250,0.3,LORD++,0.05,2,11672,11590,26,1,25,0.038461538461538464,8.628127696289905e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,25,0.0,277.48,216.0,277.48
PH,250,0.3,SAFFRON,0.05,2,11651,11568,33,8,25,0.24242424242424243,0.0006915629322268327,0.1702127659574468,0.06382978723404255,0.006808510638297872,146875.0,25,25,0.0,281.48,223.0,281.48
PH,250,0.3,alpha-investing,0.05,2,11663,11533,29,4,25,0.13793103448275862,0.0003468308332610769,0.0851063829787234,0.06382978723404255,0.003404255319148936,293750.0,25,25,0.0,469.48,377.0,469.48
PH,250,0.3,raw,,3,9098,9067,913,888,25,0.9726177437020811,0.09793757582441821,18.893617021276597,1.0,0.7557446808510638,1323.1981981981983,25,25,0.0,108.08,83.0,108.08
PH,250,0.3,uncorrected,0.05,3,11354,11312,133,108,25,0.8120300751879699,0.009547383309759547,2.297872340425532,0.48936170212765956,0.09191489361702128,10879.62962962963,25,25,0.0,124.08,125.0,124.08
PH,250,0.3,bonferroni,0.05,3,11666,11588,28,3,25,0.10714285714285714,0.00025888850535036245,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,25,0.0,268.08,238.0,268.08
PH,250,0.3,bh_window,0.05,3,11666,11590,28,3,25,0.10714285714285714,0.0002588438308886972,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,25,0.0,260.08,233.0,260.08
PH,250,0.3,LOND,0.05,3,11684,11477,22,1,21,0.045454545454545456,8.713078330574191e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,21,0.16000000000000003,555.952380952381,344.0,784.08
PH,250,0.3,LORD++,0.05,3,11678,11573,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,342.9166666666667,275.5,376.08
PH,250,0.3,SAFFRON,0.05,3,11663,11555,29,5,24,0.1724137931034483,0.00043271311120726956,0.10638297872340426,0.06382978723404255,0.00425531914893617,235000.0,25,24,0.040000000000000036,355.4166666666667,290.0,388.08
PH,250,0.3,alpha-investing,0.05,3,11678,11512,24,1,23,0.041666666666666664,8.686587908269631e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,23,0.07999999999999996,498.4347826086956,425.0,620.08
PH,250,0.3,raw,,4,9493,9461,764,739,25,0.9672774869109948,0.07811013634922313,15.72340425531915,0.9574468085106383,0.6289361702127659,1589.9864682002706,25,25,0.0,112.76,98.0,112.76
PH,250,0.3,uncorrected,0.05,4,11465,11422,96,71,25,0.7395833333333334,0.006216074242689547,1.5106382978723405,0.6170212765957447,0.06042553191489362,16549.295774647886,25,25,0.0,140.76,150.0,140.76
PH,250,0.3,bonferroni,0.05,4,11675,11597,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,268.76,250.0,268.76
PH,250,0.3,bh_window,0.05,4,11675,11604,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,240.76,241.0,240.76
PH,250,0.3,LOND,0.05,4,11690,11485,20,0,20,0.0,0.0,0.0,0.0,0.0,inf,25,20,0.19999999999999996,528.4,351.5,776.76
PH,250,0.3,LORD++,0.05,4,11678,11568,24,0,24,0.0,0.0,0.0,0.0,0.0,inf,25,24,0.040000000000000036,371.25,292.5,396.76
PH,250,0.3,SAFFRON,0.05,4,11681,11554,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,411.17391304347825,295.0,464.76
PH,250,0.3,alpha-investing,0.05,4,11678,11482,24,1,23,0.041666666666666664,8.709284096847239e-05,0.02127659574468085,0.02127659574468085,0.000851063829787234,1175000.0,25,23,0.07999999999999996,711.1739130434783,526.0,740.76
PH,250,0.3,raw,,5,9017,8989,926,901,25,0.9730021598272138,0.10023361886750473,19.170212765957448,1.0,0.7668085106382979,1304.1065482796892,25,25,0.0,118.48,95.0,118.48
PH,250,0.3,uncorrected,0.05,5,11119,11080,212,187,25,0.8820754716981132,0.01687725631768953,3.978723404255319,0.8297872340425532,0.15914893617021278,6283.422459893048,25,25,0.0,118.48,109.0,118.48
PH,250,0.3,bonferroni,0.05,5,11672,11576,26,2,24,0.07692307692307693,0.00017277125086385625,0.0425531914893617,0.0425531914893617,0.001702127659574468,587500.0,25,24,0.040000000000000036,217.0,204.5,346.48
PH,250,0.3,bh_window,0.05,5,11669,11575,27,3,24,0.1111111111111111,0.0002591792656587473,0.06382978723404255,0.06382978723404255,0.002553191489361702,391666.6666666667,25,24,0.040000000000000036,208.66666666666666,197.5,338.48
PH,250,0.3,LOND,0.05,5,11681,11531,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,25,23,0.07999999999999996,367.4347826086956,292.0,554.48
PH,250,0.3,LORD++,0.05,5,11675,11597,25,0,25,0.0,0.0,0.0,0.0,0.0,inf,25,25,0.0,266.48,239.0,266.48
PH,250,0.3,SAFFRON,0.05,5,11642,11565,36,11,25,0.3055555555555556,0.0009511456982274103,0.23404255319148937,0.06382978723404255,0.009361702127659575,106818.18181818182,25,25,0.0,262.48,239.0,262.48
PH,250,0.3,alpha-investing,0.05,5,11663,11543,29,4,25,0.13793103448275862,0.0003465303647232089,0.0851063829787234,0.06382978723404255,0.003404255319148936,293750.0,25,25,0.0,434.48,334.0,434.48
