case,seed,drift_type,magnitude,rho,pattern,detector,view,rule,false_alarms_per_1k_stream_steps,p_any_false_alarm_per_window,fdp,precision,recall,f1,mean_delay,degraded_per_drift
"gradual, Δ=0.5, ρ=0, clustered",1055,gradual,0.5,0.0,clustered,PH river по умолчанию,сырые,порог,0.6468085106382979,1.0,0.9382716049382716,0.030864197530864196,1.0,0.059880239520958084,311.5,311.5
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,сырые,uncorrected,0.06170212765957447,0.2553191489361702,0.7073170731707317,0.24390243902439024,1.0,0.39215686274509803,545.0,545.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,сырые,bonferroni,0.0,0.0,0.0,0.2,0.1,0.13333333333333333,1312.8,1815.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,сырые,bh_window,0.0,0.0,0.0,0.4,0.2,0.26666666666666666,1212.8,1765.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2405.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.7777777777777778,0.7,0.7368421052631577,754.375,1125.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH,остатки,bh_window,0.002127659574468085,0.02127659574468085,0.1,0.7,0.7,0.7,874.1111111111111,1085.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,сырые,uncorrected,0.14468085106382977,0.6595744680851063,0.8607594936708861,0.12658227848101267,1.0,0.22471910112359553,605.0,605.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,сырые,bonferroni,0.006382978723404255,0.06382978723404255,0.3333333333333333,0.1111111111111111,0.1,0.10526315789473685,1584.0,1835.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,сырые,bh_window,0.010638297872340425,0.06382978723404255,0.45454545454545453,0.09090909090909091,0.1,0.09523809523809525,1234.0,1625.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2405.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,остатки,bonferroni,0.006382978723404255,0.06382978723404255,0.25,0.6666666666666666,0.8,0.7272727272727272,806.5555555555555,975.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,KS,остатки,bh_window,0.006382978723404255,0.06382978723404255,0.25,0.6666666666666666,0.8,0.7272727272727272,717.6666666666666,895.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,сырые,uncorrected,0.33404255319148934,0.9148936170212766,0.9345238095238095,0.05952380952380952,1.0,0.11235955056179775,505.0,505.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,сырые,bonferroni,0.029787234042553193,0.19148936170212766,0.7,0.15,0.3,0.2,1200.6666666666667,1765.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,сырые,bh_window,0.0574468085106383,0.19148936170212766,0.7714285714285715,0.14285714285714285,0.5,0.22222222222222224,1209.75,1465.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,сырые,LORD++,0.0,0.0,0.0,0.0,0.0,0.0,2444.0,2345.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,остатки,bonferroni,0.01276595744680851,0.1276595744680851,0.42857142857142855,0.42857142857142855,0.6,0.5,822.25,1155.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,ADWIN,остатки,bh_window,0.019148936170212766,0.1702127659574468,0.5,0.3888888888888889,0.7,0.5,735.3333333333334,885.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),сырые,uncorrected,0.20851063829787234,0.5106382978723404,0.875,0.08928571428571429,1.0,0.1639344262295082,445.0,445.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.16666666666666666,0.3333333333333333,0.2,0.25,1252.8,1785.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bh_window,0.00851063829787234,0.0425531914893617,0.4,0.2,0.2,0.20000000000000004,1142.5,1595.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2405.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bonferroni,0.0,0.0,0.0,0.7142857142857143,0.5,0.588235294117647,926.7142857142857,1395.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bh_window,0.0,0.0,0.0,0.625,0.5,0.5555555555555556,1072.25,1355.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),сырые,uncorrected,0.04893617021276596,0.2765957446808511,0.6571428571428571,0.2857142857142857,1.0,0.4444444444444445,545.0,545.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,0.5,0.3,0.37499999999999994,1209.1666666666667,1635.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bh_window,0.0,0.0,0.0,0.6666666666666666,0.6,0.631578947368421,923.3333333333334,945.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2405.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.1,0.6,0.6,0.6,990.8888888888889,1115.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bh_window,0.00425531914893617,0.02127659574468085,0.18181818181818182,0.8181818181818182,0.9,0.8571428571428572,790.8888888888889,935.0
"gradual, Δ=0.5, ρ=0.3, scattered",1056,gradual,0.5,0.3,scattered,PH river по умолчанию,сырые,порог,0.8,0.8936170212765957,0.9543147208121827,0.025380710659898477,1.0,0.04950495049504951,365.0,365.0
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,сырые,uncorrected,0.06808510638297872,0.40425531914893614,0.7441860465116279,0.23255813953488372,1.0,0.37735849056603776,458.5,458.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,сырые,bonferroni,0.0,0.0,0.0,0.8571428571428571,0.6,0.7058823529411764,720.7142857142857,938.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.8888888888888888,0.8,0.8421052631578948,671.625,848.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,1988.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.6666666666666666,0.6,0.631578947368421,891.0,1058.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH,остатки,bh_window,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.7777777777777778,0.7,0.7368421052631577,816.0,998.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,сырые,uncorrected,0.10425531914893617,0.5957446808510638,0.7903225806451613,0.16129032258064516,1.0,0.27777777777777773,538.5,538.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.1,0.9,0.9,0.9,772.7777777777778,898.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,сырые,bh_window,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.8181818181818182,0.9,0.8571428571428572,772.7777777777778,898.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,1988.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.6363636363636364,0.7,0.6666666666666666,906.1111111111111,1018.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,KS,остатки,bh_window,0.00851063829787234,0.06382978723404255,0.2857142857142857,0.5714285714285714,0.8,0.6666666666666666,898.5,898.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,сырые,uncorrected,0.2574468085106383,0.8297872340425532,0.9166666666666666,0.07575757575757576,1.0,0.14084507042253522,548.5,548.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,сырые,bonferroni,0.01276595744680851,0.1276595744680851,0.42857142857142855,0.5,0.7,0.5833333333333334,746.625,908.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,сырые,bh_window,0.014893617021276596,0.1276595744680851,0.4375,0.5625,0.9,0.6923076923076923,672.7777777777778,808.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,сырые,LORD++,0.0,0.0,0.0,0.5,0.3,0.37499999999999994,941.8333333333334,1158.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,остатки,bonferroni,0.01702127659574468,0.1702127659574468,0.5,0.4375,0.7,0.5384615384615384,757.625,968.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,ADWIN,остатки,bh_window,0.019148936170212766,0.19148936170212766,0.5294117647058824,0.4117647058823529,0.7,0.5185185185185185,707.625,928.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),сырые,uncorrected,0.26382978723404255,0.5957446808510638,0.9051094890510949,0.072992700729927,1.0,0.1360544217687075,398.5,398.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bonferroni,0.0,0.0,0.0,0.75,0.6,0.6666666666666665,946.625,1068.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bh_window,0.002127659574468085,0.02127659574468085,0.1,0.8,0.8,0.8000000000000002,659.125,838.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,1988.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bonferroni,0.006382978723404255,0.06382978723404255,0.3,0.5,0.5,0.5,806.5714285714286,1018.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bh_window,0.006382978723404255,0.06382978723404255,0.3,0.5,0.5,0.5,806.5714285714286,1018.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),сырые,uncorrected,0.16382978723404254,0.5531914893617021,0.8850574712643678,0.11494252873563218,1.0,0.20618556701030927,508.5,508.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,0.875,0.7,0.7777777777777777,745.5,898.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bh_window,0.0,0.0,0.0,1.0,0.8,0.888888888888889,695.5,858.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,1988.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.125,0.875,0.7,0.7777777777777777,704.8571428571429,998.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bh_window,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.7777777777777778,0.7,0.7368421052631577,757.625,968.5
"gradual, Δ=0.5, ρ=0.3, scattered",1057,gradual,0.5,0.3,scattered,PH river по умолчанию,сырые,порог,0.7468085106382979,0.8936170212765957,0.9538043478260869,0.02717391304347826,1.0,0.05291005291005291,278.5,278.5
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,сырые,uncorrected,0.059574468085106386,0.425531914893617,0.717948717948718,0.2564102564102564,1.0,0.4081632653061224,527.2,527.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,сырые,bonferroni,0.0,0.0,0.0,0.4444444444444444,0.4,0.4210526315789474,1068.7777777777778,1117.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,сырые,bh_window,0.0,0.0,0.0,0.5555555555555556,0.5,0.5263157894736842,924.3333333333334,987.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2347.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,остатки,bonferroni,0.0,0.0,0.0,1.0,0.9,0.9473684210526316,668.7777777777778,757.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH,остатки,bh_window,0.0,0.0,0.0,1.0,0.9,0.9473684210526316,657.6666666666666,747.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,сырые,uncorrected,0.10851063829787234,0.574468085106383,0.8225806451612904,0.16129032258064516,1.0,0.27777777777777773,607.2,607.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,сырые,bonferroni,0.0,0.0,0.0,0.75,0.6,0.6666666666666665,950.25,1037.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.7777777777777778,0.7,0.7368421052631577,875.25,977.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2347.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,остатки,bonferroni,0.0,0.0,0.0,0.7777777777777778,0.7,0.7368421052631577,802.1111111111111,877.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,KS,остатки,bh_window,0.0,0.0,0.0,0.7777777777777778,0.7,0.7368421052631577,791.0,867.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,сырые,uncorrected,0.2148936170212766,0.7659574468085106,0.8782608695652174,0.08695652173913043,1.0,0.16,427.2,427.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,сырые,bonferroni,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.45454545454545453,0.5,0.47619047619047616,957.6666666666666,1017.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,сырые,bh_window,0.006382978723404255,0.06382978723404255,0.25,0.5833333333333334,0.7,0.6363636363636365,757.6666666666666,837.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,сырые,LORD++,0.0,0.0,0.0,0.5,0.2,0.28571428571428575,1234.0,1647.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,остатки,bonferroni,0.010638297872340425,0.10638297872340426,0.38461538461538464,0.46153846153846156,0.6,0.5217391304347826,699.125,947.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,ADWIN,остатки,bh_window,0.01276595744680851,0.1276595744680851,0.4,0.4666666666666667,0.7,0.56,779.8888888888889,857.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),сырые,uncorrected,0.20851063829787234,0.5957446808510638,0.875,0.08928571428571429,1.0,0.1639344262295082,427.2,427.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bonferroni,0.0,0.0,0.0,0.375,0.3,0.33333333333333326,1062.75,1127.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bh_window,0.0,0.0,0.0,0.5,0.4,0.4444444444444445,987.75,1067.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2347.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.2,0.6,0.6,0.6,750.25,877.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bh_window,0.00425531914893617,0.0425531914893617,0.2,0.6,0.6,0.6,737.75,867.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),сырые,uncorrected,0.0851063829787234,0.40425531914893614,0.7843137254901961,0.19607843137254902,1.0,0.3278688524590164,517.2,517.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,0.625,0.5,0.5555555555555556,1050.25,1117.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bh_window,0.002127659574468085,0.02127659574468085,0.1,0.7,0.7,0.7,824.3333333333334,897.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2347.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bonferroni,0.0,0.0,0.0,0.7777777777777778,0.7,0.7368421052631577,791.0,867.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bh_window,0.0,0.0,0.0,0.7777777777777778,0.7,0.7368421052631577,768.7777777777778,847.2
"gradual, Δ=0.5, ρ=0.3, scattered",1058,gradual,0.5,0.3,scattered,PH river по умолчанию,сырые,порог,0.6957446808510638,0.9361702127659575,0.9450867052023122,0.028901734104046242,1.0,0.056179775280898875,317.2,317.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,сырые,uncorrected,0.059574468085106386,0.2765957446808511,0.7,0.225,0.9,0.36000000000000004,647.2,647.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,сырые,bonferroni,0.0,0.0,0.0,0.8,0.4,0.5333333333333333,820.4,1727.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.1111111111111111,0.6666666666666666,0.6,0.631578947368421,1129.625,1437.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2217.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.1,0.6,0.6,0.6,1125.5555555555557,1257.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH,остатки,bh_window,0.002127659574468085,0.02127659574468085,0.1,0.6,0.6,0.6,992.2222222222222,1137.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,сырые,uncorrected,0.12340425531914893,0.574468085106383,0.8529411764705882,0.14705882352941177,1.0,0.25641025641025644,667.2,667.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.2,0.4,0.2,0.26666666666666666,1016.5,1597.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,сырые,bh_window,0.00425531914893617,0.0425531914893617,0.2222222222222222,0.2222222222222222,0.2,0.2105263157894737,1297.5714285714287,1567.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2217.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.5833333333333334,0.7,0.6363636363636365,1047.2,1047.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,KS,остатки,bh_window,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.5384615384615384,0.7,0.608695652173913,1037.2,1037.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,сырые,uncorrected,0.3,0.8085106382978723,0.9215686274509803,0.0457516339869281,0.7,0.08588957055214724,787.2,787.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,сырые,bonferroni,0.01276595744680851,0.1276595744680851,0.5,0.16666666666666666,0.2,0.1818181818181818,1187.6666666666667,1657.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,сырые,bh_window,0.019148936170212766,0.14893617021276595,0.6,0.2,0.3,0.24,1137.6666666666667,1627.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2217.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,остатки,bonferroni,0.014893617021276596,0.14893617021276595,0.4117647058823529,0.4117647058823529,0.7,0.5185185185185185,1037.2,1037.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,ADWIN,остатки,bh_window,0.019148936170212766,0.1702127659574468,0.47368421052631576,0.3684210526315789,0.7,0.48275862068965514,1017.2,1017.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),сырые,uncorrected,0.17446808510638298,0.5957446808510638,0.8367346938775511,0.10204081632653061,1.0,0.1851851851851852,347.2,347.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bonferroni,0.00425531914893617,0.0425531914893617,0.2222222222222222,0.3333333333333333,0.3,0.3157894736842105,1137.0,1387.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),сырые,bh_window,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.36363636363636365,0.4,0.380952380952381,1170.0,1297.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2217.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.5454545454545454,0.6,0.5714285714285713,981.1111111111111,1127.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(1),остатки,bh_window,0.00425531914893617,0.0425531914893617,0.18181818181818182,0.6363636363636364,0.7,0.6666666666666666,870.0,1027.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),сырые,uncorrected,0.07659574468085106,0.3829787234042553,0.7346938775510204,0.20408163265306123,1.0,0.3389830508474576,487.2,487.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.14285714285714285,0.2857142857142857,0.2,0.23529411764705882,1471.1666666666667,1677.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),сырые,bh_window,0.002127659574468085,0.02127659574468085,0.125,0.25,0.2,0.22222222222222224,1340.4285714285713,1597.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2217.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.1,0.7,0.7,0.7,1035.3333333333333,1057.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,MeanShift(3),остатки,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.7272727272727273,0.8,0.761904761904762,1017.2,1017.2
"gradual, Δ=0.5, ρ=0.3, scattered",1059,gradual,0.5,0.3,scattered,PH river по умолчанию,сырые,порог,0.6531914893617021,0.9574468085106383,0.9388379204892966,0.03058103975535168,1.0,0.05934718100890208,247.2,247.2
"gradual, Δ=0.5, ρ=0.3, clustered",1060,gradual,0.5,0.3,clustered,PH,сырые,uncorrected,0.19361702127659575,0.46808510638297873,0.8921568627450981,0.09803921568627451,1.0,0.17857142857142855,430.0,430.0
"gradual, Δ=0.5, ρ=0.3, clustered",1060,gradual,0.5,0.3,clustered,PH,сырые,bonferroni,0.006382978723404255,0.06382978723404255,0.3,0.5,0.5,0.5,847.2857142857143,900.0
"gradual, Δ=0.5, ρ=0.3, clustered",1060,gradual,0.5,0.3,clustered,PH,сырые,bh_window,0.04468085106382979,0.0851063829787234,0.75,0.25,0.7,0.3684210526315789,861.5714285714286,910.0
"gradual, Δ=0.5, ρ=0.3, clustered",1060,gradual,0.5,0.3,clustered,PH,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,1970.0
