case,seed,drift_type,magnitude,rho,pattern,detector,view,rule,false_alarms_per_1k_stream_steps,p_any_false_alarm_per_window,fdp,precision,recall,f1,mean_delay,degraded_per_drift
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,KS,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,390.0,390.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,KS,остатки,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,370.0,370.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,сырые,uncorrected,0.6340425531914894,0.7021276595744681,0.9706840390879479,0.029315960912052116,0.9,0.05678233438485804,138.22222222222223,290.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,сырые,bonferroni,0.04468085106382979,0.1276595744680851,0.75,0.21428571428571427,0.6,0.3157894736842105,461.7142857142857,820.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,сырые,bh_window,0.24893617021276596,0.1276595744680851,0.936,0.064,0.8,0.11851851851851851,261.0,540.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2360.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,остатки,bonferroni,0.010638297872340425,0.10638297872340426,0.3333333333333333,0.6666666666666666,1.0,0.8,160.0,160.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,ADWIN,остатки,bh_window,0.01702127659574468,0.1276595744680851,0.4444444444444444,0.5555555555555556,1.0,0.7142857142857143,140.0,140.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),сырые,uncorrected,0.09148936170212765,0.14893617021276595,0.8113207547169812,0.18867924528301888,1.0,0.3174603174603175,260.0,260.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),сырые,bonferroni,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,560.8,1390.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),сырые,bh_window,0.00425531914893617,0.02127659574468085,0.18181818181818182,0.6363636363636364,0.7,0.6666666666666666,916.0,990.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2360.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,240.0,240.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(1),остатки,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,190.0,190.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),сырые,uncorrected,0.027659574468085105,0.10638297872340426,0.5652173913043478,0.43478260869565216,1.0,0.6060606060606061,340.0,340.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,0.8,0.4,0.5333333333333333,844.0,1250.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),сырые,bh_window,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,544.0,1100.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,,0.0,0.0,,2360.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,370.0,370.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,MeanShift(3),остатки,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,350.0,350.0
"abrupt, Δ=0.5, ρ=0.6, clustered",1021,abrupt,0.5,0.6,clustered,PH river по умолчанию,сырые,порог,0.4574468085106383,0.5531914893617021,0.9555555555555556,0.044444444444444446,1.0,0.0851063829787234,130.0,130.0
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,сырые,uncorrected,0.1148936170212766,0.6595744680851063,0.84375,0.15625,1.0,0.2702702702702703,111.2,111.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,211.2,211.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,сырые,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,211.2,211.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,321.2,321.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,221.2,221.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH,остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,221.2,221.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,сырые,uncorrected,0.14042553191489363,0.8085106382978723,0.868421052631579,0.13157894736842105,1.0,0.23255813953488372,161.2,161.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,271.2,271.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,сырые,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,271.2,271.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,401.2,401.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,311.2,311.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,KS,остатки,bh_window,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,301.2,301.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,сырые,uncorrected,0.26382978723404255,0.9787234042553191,0.9253731343283582,0.07462686567164178,1.0,0.13888888888888887,151.2,151.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,сырые,bonferroni,0.00851063829787234,0.0851063829787234,0.2857142857142857,0.7142857142857143,1.0,0.8333333333333333,141.2,141.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,сырые,bh_window,0.00851063829787234,0.0851063829787234,0.2857142857142857,0.7142857142857143,1.0,0.8333333333333333,141.2,141.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,сырые,LORD++,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,171.2,171.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,остатки,bonferroni,0.014893617021276596,0.1276595744680851,0.4117647058823529,0.5882352941176471,1.0,0.7407407407407407,141.2,141.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,ADWIN,остатки,bh_window,0.01702127659574468,0.1276595744680851,0.4444444444444444,0.5555555555555556,1.0,0.7142857142857143,141.2,141.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,uncorrected,0.2127659574468085,0.851063829787234,0.9090909090909091,0.08181818181818182,0.9,0.15,231.2,231.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,131.2,131.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,131.2,131.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,0.8,0.8,0.8000000000000002,511.2,511.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,151.2,151.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,151.2,151.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,uncorrected,0.1574468085106383,0.8723404255319149,0.891566265060241,0.10843373493975904,0.9,0.19354838709677422,248.66666666666666,431.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,311.2,311.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,311.2,311.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,0.9,0.9,0.9,431.2,431.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,311.2,311.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,311.2,311.2
"abrupt, Δ=1, ρ=0, scattered",1024,abrupt,1.0,0.0,scattered,PH river по умолчанию,сырые,порог,0.7212765957446808,1.0,0.9713467048710601,0.02865329512893983,1.0,0.05571030640668524,111.2,111.2
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,сырые,uncorrected,0.08085106382978724,0.5531914893617021,0.7916666666666666,0.20833333333333334,1.0,0.3448275862068966,133.7,133.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,сырые,bonferroni,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,233.7,233.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,сырые,bh_window,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,223.7,223.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,сырые,LORD++,0.0,0.0,0.0,0.8,0.8,0.8000000000000002,603.7,603.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,253.7,253.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH,остатки,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,253.7,253.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,сырые,uncorrected,0.12978723404255318,0.6595744680851063,0.8591549295774648,0.14084507042253522,1.0,0.2469135802469136,203.7,203.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,сырые,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,353.7,353.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,сырые,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,343.7,343.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,433.7,433.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,353.7,353.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,KS,остатки,bh_window,0.00851063829787234,0.0425531914893617,0.2857142857142857,0.7142857142857143,1.0,0.8333333333333333,353.7,353.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,сырые,uncorrected,0.23617021276595745,0.9787234042553191,0.9173553719008265,0.08264462809917356,1.0,0.15267175572519084,93.7,93.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,133.7,133.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,123.7,123.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,173.7,173.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,остатки,bonferroni,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,143.7,143.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,ADWIN,остатки,bh_window,0.010638297872340425,0.10638297872340426,0.3333333333333333,0.6666666666666666,1.0,0.8,143.7,143.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,uncorrected,0.2574468085106383,0.9148936170212766,0.9236641221374046,0.07633587786259542,1.0,0.14184397163120568,83.7,83.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,133.7,133.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,133.7,133.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,0.5,0.5,0.5,1003.7,1003.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,163.7,163.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,163.7,163.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,uncorrected,0.11914893617021277,0.7446808510638298,0.8484848484848485,0.15151515151515152,1.0,0.2631578947368421,253.7,253.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,313.7,313.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,303.7,303.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,0.9,0.9,0.9,493.7,493.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,313.7,313.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,303.7,303.7
"abrupt, Δ=1, ρ=0, scattered",1025,abrupt,1.0,0.0,scattered,PH river по умолчанию,сырые,порог,0.774468085106383,1.0,0.9732620320855615,0.026737967914438502,1.0,0.05208333333333333,153.7,153.7
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,сырые,uncorrected,0.1,0.5957446808510638,0.8245614035087719,0.17543859649122806,1.0,0.29850746268656714,116.8,116.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,226.8,226.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,226.8,226.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,376.8,376.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,226.8,226.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH,остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,226.8,226.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,сырые,uncorrected,0.13404255319148936,0.723404255319149,0.863013698630137,0.136986301369863,1.0,0.24096385542168672,196.8,196.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,336.8,336.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,сырые,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,316.8,316.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,426.8,426.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,356.8,356.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,KS,остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,356.8,356.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,сырые,uncorrected,0.2425531914893617,0.9148936170212766,0.9193548387096774,0.08064516129032258,1.0,0.1492537313432836,106.8,106.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,сырые,bonferroni,0.010638297872340425,0.10638297872340426,0.3333333333333333,0.6666666666666666,1.0,0.8,126.8,126.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,сырые,bh_window,0.010638297872340425,0.10638297872340426,0.3333333333333333,0.6666666666666666,1.0,0.8,126.8,126.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,сырые,LORD++,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,136.8,136.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,остатки,bonferroni,0.01702127659574468,0.14893617021276595,0.4444444444444444,0.5555555555555556,1.0,0.7142857142857143,126.8,126.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,ADWIN,остатки,bh_window,0.02127659574468085,0.14893617021276595,0.5,0.5,1.0,0.6666666666666666,126.8,126.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,uncorrected,0.28936170212765955,0.9574468085106383,0.9315068493150684,0.0684931506849315,1.0,0.1282051282051282,116.8,116.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bonferroni,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,136.8,136.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,bh_window,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,136.8,136.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),сырые,LORD++,0.0,0.0,0.0,0.8,0.8,0.8000000000000002,586.8,586.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,136.8,136.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(1),остатки,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,136.8,136.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,uncorrected,0.15319148936170213,0.7446808510638298,0.8780487804878049,0.12195121951219512,1.0,0.21739130434782605,226.8,226.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,306.8,306.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,306.8,306.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,376.8,376.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bonferroni,0.0,0.0,0.0,1.0,1.0,1.0,306.8,306.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,MeanShift(3),остатки,bh_window,0.0,0.0,0.0,1.0,1.0,1.0,306.8,306.8
"abrupt, Δ=1, ρ=0, scattered",1026,abrupt,1.0,0.0,scattered,PH river по умолчанию,сырые,порог,0.7425531914893617,1.0,0.9721448467966574,0.027855153203342618,1.0,0.05420054200542005,116.8,116.8
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,сырые,uncorrected,0.1127659574468085,0.6808510638297872,0.8412698412698413,0.15873015873015872,1.0,0.27397260273972607,120.0,120.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,сырые,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,200.0,200.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,сырые,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,180.0,180.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,260.0,260.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,остатки,bonferroni,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,210.0,210.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,PH,остатки,bh_window,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,210.0,210.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,сырые,uncorrected,0.14893617021276595,0.723404255319149,0.875,0.125,1.0,0.2222222222222222,190.0,190.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,сырые,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,290.0,290.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,сырые,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,280.0,280.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,сырые,LORD++,0.0,0.0,0.0,1.0,1.0,1.0,380.0,380.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,остатки,bonferroni,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,290.0,290.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,KS,остатки,bh_window,0.00425531914893617,0.0425531914893617,0.16666666666666666,0.8333333333333334,1.0,0.9090909090909091,290.0,290.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,сырые,uncorrected,0.2851063829787234,0.9361702127659575,0.9305555555555556,0.06944444444444445,1.0,0.12987012987012989,160.0,160.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,сырые,bonferroni,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,120.0,120.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,сырые,bh_window,0.014893617021276596,0.1276595744680851,0.4117647058823529,0.5882352941176471,1.0,0.7407407407407407,100.0,100.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,сырые,LORD++,0.002127659574468085,0.02127659574468085,0.09090909090909091,0.9090909090909091,1.0,0.9523809523809523,150.0,150.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,остатки,bonferroni,0.006382978723404255,0.06382978723404255,0.23076923076923078,0.7692307692307693,1.0,0.8695652173913044,130.0,130.0
"abrupt, Δ=1, ρ=0, scattered",1027,abrupt,1.0,0.0,scattered,ADWIN,остатки,bh_window,0.01276595744680851,0.10638297872340426,0.375,0.625,1.0,0.7692307692307693,100.0,100.0
