n_streams,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,far_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift
100,uncorrected,0.01,4,4648,4627,18,8,10,0.4444444444444444,0.0017289820618111088,0.1702127659574468,0.1276595744680851,0.01702127659574468,58750.0,10,10,0.0,154.8,150.0,154.8
100,uncorrected,0.05,4,4556,4538,50,40,10,0.8,0.00881445570736007,0.851063829787234,0.48936170212765956,0.0851063829787234,11750.0,10,10,0.0,124.8,136.5,124.8
100,uncorrected,0.1,4,4430,4415,93,83,10,0.8924731182795699,0.018799546998867496,1.7659574468085106,0.5531914893617021,0.17659574468085107,5662.650602409639,10,10,0.0,104.8,116.0,104.8
100,uncorrected,0.2,4,4046,4031,222,212,10,0.954954954954955,0.05259240883155544,4.51063829787234,0.8936170212765957,0.451063829787234,2216.9811320754716,10,10,0.0,114.8,118.0,114.8
100,bh_window,0.0001,4,4673,4599,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,639.8888888888889,357.0,684.8
100,bh_window,0.001,4,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,304.8,303.5,304.8
100,bh_window,0.01,4,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,264.8,251.0,264.8
100,bh_window,0.05,4,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.8,248.5,234.8
100,bh_window,0.1,4,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,214.8,218.0,214.8
100,bh_window,0.2,4,4667,4642,11,1,10,0.09090909090909091,0.00021542438604049978,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,194.8,198.5,194.8
100,LOND,0.0001,4,4688,4526,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,10,4,0.6,741.25,500.0,1564.8
100,LOND,0.001,4,4688,4540,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,10,4,0.6,391.25,350.0,1424.8
100,LOND,0.01,4,4673,4582,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,828.7777777777778,508.0,854.8
100,LOND,0.05,4,4673,4610,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,517.6666666666666,308.0,574.8
100,LOND,0.1,4,4670,4621,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,434.8,332.5,434.8
100,LOND,0.2,4,4670,4630,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,344.8,306.0,344.8
100,bonferroni,0.0001,4,4673,4585,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,795.4444444444445,408.0,824.8
100,bonferroni,0.001,4,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,304.8,303.5,304.8
100,bonferroni,0.01,4,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,264.8,251.0,264.8
100,bonferroni,0.05,4,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,234.8,248.5,234.8
100,bonferroni,0.1,4,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,214.8,218.0,214.8
100,bonferroni,0.2,4,4667,4642,11,1,10,0.09090909090909091,0.00021542438604049978,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,194.8,198.5,194.8
10,LORD++,0.0001,2,467,454,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,1246.0,1246.0,1246.0
10,LORD++,0.001,2,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,446.0,446.0,446.0
10,LORD++,0.01,2,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,346.0,346.0,346.0
10,LORD++,0.05,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,LORD++,0.1,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,LORD++,0.2,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,uncorrected,0.0001,2,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,246.0,246.0,246.0
10,uncorrected,0.001,2,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,146.0,146.0,146.0
10,uncorrected,0.01,2,457,455,5,4,1,0.8,0.008791208791208791,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,146.0,146.0,146.0
10,uncorrected,0.05,2,445,444,10,9,1,0.9,0.02027027027027027,0.19148936170212766,0.19148936170212766,0.19148936170212766,5222.222222222223,1,1,0.0,46.0,46.0,46.0
10,uncorrected,0.1,2,431,430,13,12,1,0.9230769230769231,0.027906976744186046,0.2553191489361702,0.2127659574468085,0.2553191489361702,3916.6666666666665,1,1,0.0,46.0,46.0,46.0
10,uncorrected,0.2,2,394,393,26,25,1,0.9615384615384616,0.06361323155216285,0.5319148936170213,0.44680851063829785,0.5319148936170213,1880.0,1,1,0.0,46.0,46.0,46.0
10,bh_window,0.0001,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,bh_window,0.001,2,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,246.0,246.0,246.0
10,bh_window,0.01,2,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,146.0,146.0,146.0
10,bh_window,0.05,2,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,146.0,146.0,146.0
10,bh_window,0.1,2,457,455,5,4,1,0.8,0.008791208791208791,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,146.0,146.0,146.0
10,bh_window,0.2,2,454,453,6,5,1,0.8333333333333334,0.011037527593818985,0.10638297872340426,0.0851063829787234,0.10638297872340426,9400.0,1,1,0.0,46.0,46.0,46.0
10,LOND,0.0001,2,467,461,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,546.0,546.0,546.0
10,LOND,0.001,2,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,346.0,346.0,346.0
10,LOND,0.01,2,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,346.0,346.0,346.0
10,LOND,0.05,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,LOND,0.1,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,LOND,0.2,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,bonferroni,0.0001,2,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,246.0,246.0,246.0
10,bonferroni,0.001,2,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,246.0,246.0,246.0
10,bonferroni,0.01,2,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,146.0,146.0,146.0
10,bonferroni,0.05,2,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,146.0,146.0,146.0
10,bonferroni,0.1,2,457,455,5,4,1,0.8,0.008791208791208791,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,146.0,146.0,146.0
10,bonferroni,0.2,2,457,456,5,4,1,0.8,0.008771929824561403,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,46.0,46.0,46.0
10,LORD++,0.0001,3,470,437,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,3286.0
10,LORD++,0.001,3,470,437,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,3286.0
10,LORD++,0.01,3,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,486.0,486.0,486.0
10,LORD++,0.05,3,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,486.0,486.0,486.0
10,LORD++,0.1,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,LORD++,0.2,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,uncorrected,0.0001,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,uncorrected,0.001,3,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,186.0,186.0,186.0
10,uncorrected,0.01,3,455,453,5,4,1,0.8,0.008830022075055188,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,186.0,186.0,186.0
10,uncorrected,0.05,3,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.10638297872340426,0.10638297872340426,9400.0,1,1,0.0,186.0,186.0,186.0
10,uncorrected,0.1,3,443,442,9,8,1,0.8888888888888888,0.01809954751131222,0.1702127659574468,0.1702127659574468,0.1702127659574468,5875.0,1,1,0.0,86.0,86.0,86.0
10,uncorrected,0.2,3,407,406,21,20,1,0.9523809523809523,0.04926108374384237,0.425531914893617,0.2978723404255319,0.425531914893617,2350.0,1,1,0.0,86.0,86.0,86.0
10,bh_window,0.0001,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,bh_window,0.001,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,bh_window,0.01,3,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,186.0,186.0,186.0
10,bh_window,0.05,3,461,459,3,2,1,0.6666666666666666,0.004357298474945534,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,186.0,186.0,186.0
10,bh_window,0.1,3,455,453,5,4,1,0.8,0.008830022075055188,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,186.0,186.0,186.0
10,bh_window,0.2,3,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.06382978723404255,0.10638297872340426,9400.0,1,1,0.0,186.0,186.0,186.0
10,LOND,0.0001,3,470,437,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,3286.0
10,LOND,0.001,3,467,458,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,886.0,886.0,886.0
10,LOND,0.01,3,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,486.0,486.0,486.0
10,LOND,0.05,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,LOND,0.1,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,LOND,0.2,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,bonferroni,0.0001,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,bonferroni,0.001,3,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,386.0,386.0,386.0
10,bonferroni,0.01,3,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,186.0,186.0,186.0
10,bonferroni,0.05,3,461,459,3,2,1,0.6666666666666666,0.004357298474945534,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,186.0,186.0,186.0
10,bonferroni,0.1,3,455,453,5,4,1,0.8,0.008830022075055188,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,186.0,186.0,186.0
10,bonferroni,0.2,3,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.10638297872340426,0.10638297872340426,9400.0,1,1,0.0,186.0,186.0,186.0
10,LORD++,0.0001,4,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,443.0,443.0,443.0
10,LORD++,0.001,4,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,343.0,343.0,343.0
10,LORD++,0.01,4,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,343.0,343.0,343.0
10,LORD++,0.05,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,LORD++,0.1,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,LORD++,0.2,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,uncorrected,0.0001,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,uncorrected,0.001,4,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,143.0,143.0,143.0
10,uncorrected,0.01,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,uncorrected,0.05,4,453,451,6,5,1,0.8333333333333334,0.011086474501108648,0.10638297872340426,0.0851063829787234,0.10638297872340426,9400.0,1,1,0.0,143.0,143.0,143.0
10,uncorrected,0.1,4,435,433,13,12,1,0.9230769230769231,0.02771362586605081,0.2553191489361702,0.1702127659574468,0.2553191489361702,3916.6666666666665,1,1,0.0,143.0,143.0,143.0
10,uncorrected,0.2,4,365,363,36,35,1,0.9722222222222222,0.09641873278236915,0.7446808510638298,0.48936170212765956,0.7446808510638298,1342.857142857143,1,1,0.0,143.0,143.0,143.0
10,bh_window,0.0001,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,bh_window,0.001,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,bh_window,0.01,4,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,143.0,143.0,143.0
10,bh_window,0.05,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,bh_window,0.1,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,bh_window,0.2,4,454,452,6,5,1,0.8333333333333334,0.011061946902654867,0.10638297872340426,0.06382978723404255,0.10638297872340426,9400.0,1,1,0.0,143.0,143.0,143.0
10,LOND,0.0001,4,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,343.0,343.0,343.0
10,LOND,0.001,4,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,343.0,343.0,343.0
10,LOND,0.01,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,LOND,0.05,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,LOND,0.1,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,LOND,0.2,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,bonferroni,0.0001,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,bonferroni,0.001,4,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,243.0,243.0,243.0
10,bonferroni,0.01,4,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,143.0,143.0,143.0
10,bonferroni,0.05,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,bonferroni,0.1,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,bonferroni,0.2,4,463,461,3,2,1,0.6666666666666666,0.004338394793926247,0.0425531914893617,0.0425531914893617,0.0425531914893617,23500.0,1,1,0.0,143.0,143.0,143.0
10,LORD++,0.0001,5,470,455,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1488.0
10,LORD++,0.001,5,470,455,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1488.0
10,LORD++,0.01,5,470,455,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1488.0
10,LORD++,0.05,5,467,455,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,1188.0,1188.0,1188.0
10,LORD++,0.1,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,LORD++,0.2,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,uncorrected,0.0001,5,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,288.0,288.0,288.0
10,uncorrected,0.001,5,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,188.0,188.0,188.0
10,uncorrected,0.01,5,452,451,6,5,1,0.8333333333333334,0.011086474501108648,0.10638297872340426,0.06382978723404255,0.10638297872340426,9400.0,1,1,0.0,88.0,88.0,88.0
10,uncorrected,0.05,5,443,442,9,8,1,0.8888888888888888,0.01809954751131222,0.1702127659574468,0.14893617021276595,0.1702127659574468,5875.0,1,1,0.0,88.0,88.0,88.0
10,uncorrected,0.1,5,412,411,20,19,1,0.95,0.046228710462287104,0.40425531914893614,0.3404255319148936,0.40425531914893614,2473.684210526316,1,1,0.0,88.0,88.0,88.0
10,uncorrected,0.2,5,383,382,30,29,1,0.9666666666666667,0.07591623036649214,0.6170212765957447,0.425531914893617,0.6170212765957447,1620.6896551724137,1,1,0.0,88.0,88.0,88.0
10,bh_window,0.0001,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,bh_window,0.001,5,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,288.0,288.0,288.0
10,bh_window,0.01,5,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,188.0,188.0,188.0
10,bh_window,0.05,5,455,453,5,4,1,0.8,0.008830022075055188,0.0851063829787234,0.0425531914893617,0.0851063829787234,11750.0,1,1,0.0,188.0,188.0,188.0
10,bh_window,0.1,5,448,447,8,7,1,0.875,0.015659955257270694,0.14893617021276595,0.10638297872340426,0.14893617021276595,6714.285714285715,1,1,0.0,88.0,88.0,88.0
10,bh_window,0.2,5,445,444,9,8,1,0.8888888888888888,0.018018018018018018,0.1702127659574468,0.06382978723404255,0.1702127659574468,5875.0,1,1,0.0,88.0,88.0,88.0
10,LOND,0.0001,5,470,455,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1488.0
10,LOND,0.001,5,470,455,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1488.0
10,LOND,0.01,5,467,455,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,1188.0,1188.0,1188.0
10,LOND,0.05,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,LOND,0.1,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,LOND,0.2,5,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,288.0,288.0,288.0
10,bonferroni,0.0001,5,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,388.0,388.0,388.0
10,bonferroni,0.001,5,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,288.0,288.0,288.0
10,bonferroni,0.01,5,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,188.0,188.0,188.0
10,bonferroni,0.05,5,458,456,4,3,1,0.75,0.006578947368421052,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,188.0,188.0,188.0
10,bonferroni,0.1,5,448,447,8,7,1,0.875,0.015659955257270694,0.14893617021276595,0.10638297872340426,0.14893617021276595,6714.285714285715,1,1,0.0,88.0,88.0,88.0
10,bonferroni,0.2,5,445,444,9,8,1,0.8888888888888888,0.018018018018018018,0.1702127659574468,0.14893617021276595,0.1702127659574468,5875.0,1,1,0.0,88.0,88.0,88.0
100,LORD++,0.0001,5,4679,4552,7,0,7,0.0,0.0,0.0,0.0,0.0,inf,10,7,0.30000000000000004,824.1428571428571,895.0,1210.6
100,LORD++,0.001,5,4670,4603,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,610.6,489.5,610.6
100,LORD++,0.01,5,4670,4630,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,340.6,310.0,340.6
100,LORD++,0.05,5,4664,4628,12,2,10,0.16666666666666666,0.000432152117545376,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,300.6,280.0,300.6
100,LORD++,0.1,5,4664,4629,12,2,10,0.16666666666666666,0.00043205875999135883,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,290.6,280.0,290.6
100,LORD++,0.2,5,4646,4616,18,8,10,0.4444444444444444,0.0017331022530329288,0.1702127659574468,0.0425531914893617,0.01702127659574468,58750.0,10,10,0.0,240.6,232.5,240.6
100,uncorrected,0.0001,5,4667,4635,11,1,10,0.09090909090909091,0.0002157497303128371,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,260.6,232.5,260.6
100,uncorrected,0.001,5,4652,4628,16,6,10,0.375,0.0012964563526361278,0.1276595744680851,0.1276595744680851,0.01276595744680851,78333.33333333333,10,10,0.0,180.6,199.0,180.6
100,uncorrected,0.01,5,4535,4514,55,45,10,0.8181818181818182,0.009968985378821444,0.9574468085106383,0.48936170212765956,0.09574468085106383,10444.444444444445,10,10,0.0,150.6,133.5,150.6
100,uncorrected,0.05,5,4364,4345,112,102,10,0.9107142857142857,0.023475258918296892,2.1702127659574466,0.7446808510638298,0.2170212765957447,4607.843137254902,10,10,0.0,130.6,124.0,130.6
100,uncorrected,0.1,5,4191,4175,172,162,10,0.9418604651162791,0.038802395209580835,3.4468085106382977,0.851063829787234,0.3446808510638298,2901.2345679012346,10,10,0.0,100.6,108.0,100.6
100,uncorrected,0.2,5,3906,3891,268,258,10,0.9626865671641791,0.06630686198920586,5.48936170212766,0.9574468085106383,0.548936170212766,1821.7054263565892,10,10,0.0,120.6,113.5,120.6
100,bh_window,0.0001,5,4670,4613,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,510.6,409.0,510.6
100,bh_window,0.001,5,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,300.6,299.0,300.6
100,bh_window,0.01,5,4664,4636,12,2,10,0.16666666666666666,0.0004314063848144953,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,220.6,208.0,220.6
100,bh_window,0.05,5,4661,4635,13,3,10,0.23076923076923078,0.0006472491909385113,0.06382978723404255,0.06382978723404255,0.006382978723404255,156666.66666666666,10,10,0.0,200.6,199.0,200.6
100,bh_window,0.1,5,4574,4550,42,32,10,0.7619047619047619,0.007032967032967033,0.6808510638297872,0.10638297872340426,0.06808510638297872,14687.5,10,10,0.0,180.6,180.0,180.6
100,bh_window,0.2,5,4493,4469,69,59,10,0.855072463768116,0.013202058626090848,1.2553191489361701,0.10638297872340426,0.125531914893617,7966.1016949152545,10,10,0.0,180.6,175.5,180.6
100,LOND,0.0001,5,4690,4527,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,10,4,0.6,591.75,525.5,1570.6
100,LOND,0.001,5,4682,4554,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,492.5,460.5,1220.6
100,LOND,0.01,5,4670,4603,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,610.6,486.5,610.6
100,LOND,0.05,5,4670,4627,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,370.6,314.0,370.6
100,LOND,0.1,5,4670,4629,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,350.6,313.0,350.6
100,LOND,0.2,5,4670,4631,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,330.6,313.0,330.6
100,bonferroni,0.0001,5,4670,4606,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,580.6,413.0,580.6
100,bonferroni,0.001,5,4670,4631,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,330.6,313.0,330.6
100,bonferroni,0.01,5,4667,4635,11,1,10,0.09090909090909091,0.0002157497303128371,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,260.6,232.5,260.6
100,bonferroni,0.05,5,4661,4635,13,3,10,0.23076923076923078,0.0006472491909385113,0.06382978723404255,0.06382978723404255,0.006382978723404255,156666.66666666666,10,10,0.0,200.6,199.0,200.6
100,bonferroni,0.1,5,4652,4628,16,6,10,0.375,0.0012964563526361278,0.1276595744680851,0.1276595744680851,0.01276595744680851,78333.33333333333,10,10,0.0,180.6,199.0,180.6
100,bonferroni,0.2,5,4628,4606,24,14,10,0.5833333333333334,0.00303951367781155,0.2978723404255319,0.2765957446808511,0.029787234042553193,33571.42857142857,10,10,0.0,160.6,153.5,160.6
500,LORD++,0.0001,5,23398,22827,34,0,34,0.0,0.0,0.0,0.0,0.0,inf,50,34,0.31999999999999995,789.1176470588235,756.5,1090.04
500,LORD++,0.001,5,23353,23037,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,563.5510204081633,499.0,580.04
500,LORD++,0.01,5,23350,23130,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,388.04,348.5,388.04
500,LORD++,0.05,5,23350,23174,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,300.04,304.5,300.04
500,LORD++,0.1,5,23341,23178,53,3,50,0.05660377358490566,0.00012943308309603936,0.06382978723404255,0.06382978723404255,0.001276595744680851,783333.3333333334,50,50,0.0,278.04,275.5,278.04
