n_streams,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,far_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift
100,uncorrected,0.1,2,4379,4362,117,107,10,0.9145299145299145,0.024530032095369098,2.276595744680851,0.723404255319149,0.2276595744680851,4392.523364485981,10,10,0.0,147.8,136.5,147.8
100,uncorrected,0.2,2,4010,3996,251,241,10,0.9601593625498008,0.06031031031031031,5.127659574468085,0.8723404255319149,0.5127659574468085,1950.207468879668,10,10,0.0,137.8,126.0,137.8
100,bh_window,0.0001,2,4670,4629,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,347.8,343.0,347.8
100,bh_window,0.001,2,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,257.8,236.5,257.8
100,bh_window,0.01,2,4667,4638,11,1,10,0.09090909090909091,0.00021561017680034498,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,227.8,227.5,227.8
100,bh_window,0.05,2,4667,4643,11,1,10,0.09090909090909091,0.00021537798836958864,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8
100,bh_window,0.1,2,4664,4641,12,2,10,0.16666666666666666,0.00043094160741219563,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,167.8,147.0,167.8
100,bh_window,0.2,2,4658,4636,34,24,10,0.7058823529411765,0.005176876617773943,0.5106382978723404,0.0851063829787234,0.05106382978723404,19583.333333333332,10,10,0.0,157.8,143.5,157.8
100,LOND,0.0001,2,4690,4509,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,10,4,0.6,948.75,416.0,1747.8
100,LOND,0.001,2,4680,4532,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,1369.0,1336.0,1417.8
100,LOND,0.01,2,4670,4625,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,387.8,388.0,387.8
100,LOND,0.05,2,4670,4632,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,317.8,323.5,317.8
100,LOND,0.1,2,4670,4633,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,307.8,323.5,307.8
100,LOND,0.2,2,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,257.8,236.5,257.8
100,bonferroni,0.0001,2,4670,4629,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,347.8,343.0,347.8
100,bonferroni,0.001,2,4670,4637,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,267.8,247.0,267.8
100,bonferroni,0.01,2,4667,4638,11,1,10,0.09090909090909091,0.00021561017680034498,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,227.8,227.5,227.8
100,bonferroni,0.05,2,4667,4642,11,1,10,0.09090909090909091,0.00021542438604049978,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,187.8,199.5,187.8
100,bonferroni,0.1,2,4667,4643,11,1,10,0.09090909090909091,0.00021537798836958864,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8
100,bonferroni,0.2,2,4664,4641,12,2,10,0.16666666666666666,0.00043094160741219563,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,167.8,153.5,167.8
100,LORD++,0.0001,1,4670,4549,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,1156.9,986.0,1156.9
100,LORD++,0.001,1,4670,4630,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,346.9,342.0,346.9
100,LORD++,0.01,1,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,306.9,304.0,306.9
100,LORD++,0.05,1,4667,4636,11,1,10,0.09090909090909091,0.00021570319240724764,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,256.9,256.0,256.9
100,LORD++,0.1,1,4643,4612,19,9,10,0.47368421052631576,0.0019514310494362533,0.19148936170212766,0.0425531914893617,0.019148936170212766,52222.22222222222,10,10,0.0,256.9,256.0,256.9
100,LORD++,0.2,1,4628,4600,24,14,10,0.5833333333333334,0.003043478260869565,0.2978723404255319,0.0851063829787234,0.029787234042553193,33571.42857142857,10,10,0.0,226.9,211.5,226.9
100,uncorrected,0.0001,1,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,216.9,223.0,216.9
100,uncorrected,0.001,1,4643,4620,19,9,10,0.47368421052631576,0.001948051948051948,0.19148936170212766,0.14893617021276595,0.019148936170212766,52222.22222222222,10,10,0.0,176.9,163.0,176.9
100,uncorrected,0.01,1,4529,4507,57,47,10,0.8245614035087719,0.010428222764588418,1.0,0.44680851063829785,0.1,10000.0,10,10,0.0,166.9,163.0,166.9
100,uncorrected,0.05,1,4376,4358,108,98,10,0.9074074074074074,0.022487379531895366,2.0851063829787235,0.574468085106383,0.20851063829787234,4795.918367346939,10,10,0.0,126.9,124.5,126.9
100,uncorrected,0.1,1,4146,4128,185,175,10,0.9459459459459459,0.04239341085271318,3.723404255319149,0.7446808510638298,0.3723404255319149,2685.714285714286,10,10,0.0,126.9,130.5,126.9
100,uncorrected,0.2,1,3862,3846,280,270,10,0.9642857142857143,0.07020280811232449,5.74468085106383,0.8723404255319149,0.574468085106383,1740.7407407407406,10,10,0.0,136.9,130.5,136.9
100,bh_window,0.0001,1,4670,4633,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,316.9,323.0,316.9
100,bh_window,0.001,1,4670,4640,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,246.9,256.0,246.9
100,bh_window,0.01,1,4661,4635,13,3,10,0.23076923076923078,0.0006472491909385113,0.06382978723404255,0.02127659574468085,0.006382978723404255,156666.66666666666,10,10,0.0,206.9,211.5,206.9
100,bh_window,0.05,1,4628,4605,24,14,10,0.5833333333333334,0.0030401737242128123,0.2978723404255319,0.0851063829787234,0.029787234042553193,33571.42857142857,10,10,0.0,176.9,172.5,176.9
100,bh_window,0.1,1,4610,4588,30,20,10,0.6666666666666666,0.004359197907585004,0.425531914893617,0.10638297872340426,0.0425531914893617,23500.0,10,10,0.0,166.9,163.0,166.9
100,bh_window,0.2,1,4535,4511,55,45,10,0.8181818181818182,0.009975615162935048,0.9574468085106383,0.0425531914893617,0.09574468085106383,10444.444444444445,10,10,0.0,186.9,183.5,186.9
100,LOND,0.0001,1,4682,4556,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,442.6666666666667,483.5,1206.9
100,LOND,0.001,1,4670,4617,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,476.9,383.5,476.9
100,LOND,0.01,1,4670,4631,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,336.9,323.0,336.9
100,LOND,0.05,1,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,306.9,304.0,306.9
100,LOND,0.1,1,4670,4636,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,286.9,283.5,286.9
100,LOND,0.2,1,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,266.9,262.0,266.9
100,bonferroni,0.0001,1,4670,4632,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,326.9,323.0,326.9
100,bonferroni,0.001,1,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,266.9,262.0,266.9
100,bonferroni,0.01,1,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,216.9,223.0,216.9
100,bonferroni,0.05,1,4652,4627,16,6,10,0.375,0.0012967365463583316,0.1276595744680851,0.06382978723404255,0.01276595744680851,78333.33333333333,10,10,0.0,196.9,204.0,196.9
100,bonferroni,0.1,1,4643,4620,19,9,10,0.47368421052631576,0.001948051948051948,0.19148936170212766,0.14893617021276595,0.019148936170212766,52222.22222222222,10,10,0.0,176.9,163.0,176.9
100,bonferroni,0.2,1,4625,4604,25,15,10,0.6,0.003258036490008688,0.3191489361702128,0.2127659574468085,0.031914893617021274,31333.333333333332,10,10,0.0,156.9,156.0,156.9
500,LORD++,0.0001,4,23440,22517,20,0,20,0.0,0.0,0.0,0.0,0.0,inf,50,20,0.6,1039.7,883.0,1790.84
500,LORD++,0.001,4,23377,22841,41,0,41,0.0,0.0,0.0,0.0,0.0,inf,50,41,0.18000000000000005,808.1951219512196,617.0,1016.84
500,LORD++,0.01,4,23353,23012,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,595.5918367346939,418.0,626.84
500,LORD++,0.05,4,23350,23117,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,410.84,354.5,410.84
500,LORD++,0.1,4,23350,23145,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,354.84,328.0,354.84
500,LORD++,0.2,4,23347,23159,51,1,50,0.0196078431372549,4.317975732976381e-05,0.02127659574468085,0.02127659574468085,0.000425531914893617,2350000.0,50,50,0.0,320.84,311.0,320.84
500,uncorrected,0.0001,4,23350,23155,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,334.84,315.0,334.84
500,uncorrected,0.001,4,23350,23205,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,234.84,240.5,234.84
500,uncorrected,0.01,4,23312,23198,63,13,50,0.20634920634920634,0.0005603931373394258,0.2765957446808511,0.19148936170212766,0.005531914893617021,180769.23076923078,50,50,0.0,172.84,164.0,172.84
500,uncorrected,0.05,4,23060,22951,147,97,50,0.6598639455782312,0.004226395364036425,2.0638297872340425,0.6595744680851063,0.04127659574468085,24226.80412371134,50,50,0.0,168.84,149.5,168.84
500,uncorrected,0.1,4,22691,22605,273,223,50,0.8168498168498168,0.009865074098650742,4.74468085106383,0.8723404255319149,0.09489361702127659,10538.11659192825,50,50,0.0,124.84,119.0,124.84
500,uncorrected,0.2,4,21509,21428,674,624,50,0.9258160237388724,0.029120776554041442,13.27659574468085,0.9787234042553191,0.265531914893617,3766.025641025641,50,50,0.0,120.84,107.5,120.84
500,bh_window,0.0001,4,23392,22758,36,0,36,0.0,0.0,0.0,0.0,0.0,inf,50,36,0.28,835.5,486.5,1212.84
500,bh_window,0.001,4,23359,23000,48,0,48,0.0,0.0,0.0,0.0,0.0,inf,50,48,0.040000000000000036,589.7083333333334,398.0,662.84
500,bh_window,0.01,4,23350,23140,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,364.84,328.0,364.84
500,bh_window,0.05,4,23350,23179,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,286.84,261.5,286.84
500,bh_window,0.1,4,23350,23193,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,258.84,249.5,258.84
500,bh_window,0.2,4,23350,23207,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,230.84,233.0,230.84
500,LOND,0.0001,4,23491,22353,3,0,3,0.0,0.0,0.0,0.0,0.0,inf,50,3,0.94,565.0,393.0,2220.84
500,LOND,0.001,4,23461,22440,13,0,13,0.0,0.0,0.0,0.0,0.0,inf,50,13,0.74,935.4615384615385,846.0,1986.84
500,LOND,0.01,4,23418,22574,28,0,28,0.0,0.0,0.0,0.0,0.0,inf,50,28,0.43999999999999995,1070.0357142857142,710.0,1632.84
500,LOND,0.05,4,23369,22938,44,0,44,0.0,0.0,0.0,0.0,0.0,inf,50,44,0.12,630.8181818181819,442.0,806.84
500,LOND,0.1,4,23354,23002,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,618.0408163265306,404.0,648.84
500,LOND,0.2,4,23353,23048,49,0,49,0.0,0.0,0.0,0.0,0.0,inf,50,49,0.020000000000000018,522.1224489795918,385.0,554.84
500,bonferroni,0.0001,4,23431,22584,23,0,23,0.0,0.0,0.0,0.0,0.0,inf,50,23,0.54,854.6086956521739,446.0,1638.84
500,bonferroni,0.001,4,23374,22927,42,0,42,0.0,0.0,0.0,0.0,0.0,inf,50,42,0.16000000000000003,559.8571428571429,447.0,838.84
500,bonferroni,0.01,4,23350,23095,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,454.84,358.0,454.84
500,bonferroni,0.05,4,23350,23158,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,328.84,315.0,328.84
500,bonferroni,0.1,4,23350,23177,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,290.84,271.0,290.84
500,bonferroni,0.2,4,23350,23188,50,0,50,0.0,0.0,0.0,0.0,0.0,inf,50,50,0.0,268.84,257.0,268.84
100,LORD++,0.0001,3,4697,4474,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,10,1,0.9,334.0,334.0,2170.9
100,LORD++,0.001,3,4679,4557,7,0,7,0.0,0.0,0.0,0.0,0.0,inf,10,7,0.30000000000000004,786.8571428571429,722.0,1160.9
100,LORD++,0.01,3,4673,4588,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,736.4444444444445,722.0,790.9
100,LORD++,0.05,3,4673,4623,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,440.9,393.0,440.9
100,LORD++,0.1,3,4672,4625,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,410.9,369.0,410.9
100,LORD++,0.2,3,4670,4633,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,310.9,345.0,310.9
100,uncorrected,0.0001,3,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9
100,uncorrected,0.001,3,4670,4640,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9
100,uncorrected,0.01,3,4655,4632,15,5,10,0.3333333333333333,0.001079447322970639,0.10638297872340426,0.10638297872340426,0.010638297872340425,94000.0,10,10,0.0,170.9,152.5,170.9
100,uncorrected,0.05,3,4592,4571,36,26,10,0.7222222222222222,0.0056880332531174796,0.5531914893617021,0.3191489361702128,0.05531914893617021,18076.923076923078,10,10,0.0,150.9,134.5,150.9
100,uncorrected,0.1,3,4502,4482,68,58,10,0.8529411764705882,0.012940651494868362,1.2340425531914894,0.44680851063829785,0.12340425531914893,8103.448275862069,10,10,0.0,140.9,129.0,140.9
100,uncorrected,0.2,3,4257,4240,152,142,10,0.9342105263157895,0.03349056603773585,3.021276595744681,0.851063829787234,0.3021276595744681,3309.8591549295775,10,10,0.0,110.9,119.0,110.9
100,bh_window,0.0001,3,4682,4559,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,423.3333333333333,412.5,1170.9
100,bh_window,0.001,3,4673,4620,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,470.9,328.5,470.9
100,bh_window,0.01,3,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9
100,bh_window,0.05,3,4670,4639,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,250.9,251.5,250.9
100,bh_window,0.1,3,4670,4640,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9
100,bh_window,0.2,3,4670,4642,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,220.9,223.0,220.9
100,LOND,0.0001,3,4697,4474,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,10,1,0.9,334.0,334.0,2170.9
100,LOND,0.001,3,4697,4475,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,10,1,0.9,234.0,234.0,2160.9
100,LOND,0.01,3,4682,4547,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,623.3333333333334,420.0,1290.9
100,LOND,0.05,3,4682,4558,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,440.0,412.5,1180.9
100,LOND,0.1,3,4679,4585,8,0,8,0.0,0.0,0.0,0.0,0.0,inf,10,8,0.19999999999999996,498.625,412.5,880.9
100,LOND,0.2,3,4675,4602,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,482.1111111111111,416.0,670.9
100,bonferroni,0.0001,3,4682,4551,6,0,6,0.0,0.0,0.0,0.0,0.0,inf,10,6,0.4,556.6666666666666,412.5,1250.9
100,bonferroni,0.001,3,4679,4588,8,0,8,0.0,0.0,0.0,0.0,0.0,inf,10,8,0.19999999999999996,461.125,329.5,850.9
100,bonferroni,0.01,3,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9
100,bonferroni,0.05,3,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,260.9,251.5,260.9
100,bonferroni,0.1,3,4670,4640,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9
100,bonferroni,0.2,3,4670,4641,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,230.9,223.0,230.9
10,LORD++,0.0001,0,470,450,0,0,0,0.0,0.0,0.0,0.0,0.0,inf,1,0,1.0,,,1908.0
10,LORD++,0.001,0,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,408.0,408.0,408.0
10,LORD++,0.01,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LORD++,0.05,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LORD++,0.1,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LORD++,0.2,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,uncorrected,0.0001,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,uncorrected,0.001,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,uncorrected,0.01,0,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,208.0,208.0,208.0
10,uncorrected,0.05,0,451,448,7,6,1,0.8571428571428571,0.013392857142857142,0.1276595744680851,0.1276595744680851,0.1276595744680851,7833.333333333333,1,1,0.0,208.0,208.0,208.0
10,uncorrected,0.1,0,425,423,16,15,1,0.9375,0.03546099290780142,0.3191489361702128,0.2978723404255319,0.3191489361702128,3133.3333333333335,1,1,0.0,108.0,108.0,108.0
10,uncorrected,0.2,0,401,399,23,22,1,0.9565217391304348,0.05513784461152882,0.46808510638297873,0.3404255319148936,0.46808510638297873,2136.3636363636365,1,1,0.0,108.0,108.0,108.0
10,bh_window,0.0001,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,bh_window,0.001,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,bh_window,0.01,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,bh_window,0.05,0,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,108.0,108.0,108.0
10,bh_window,0.1,0,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,208.0,208.0,208.0
10,bh_window,0.2,0,460,457,4,3,1,0.75,0.006564551422319475,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,208.0,208.0,208.0
10,LOND,0.0001,0,467,462,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,408.0,408.0,408.0
10,LOND,0.001,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LOND,0.01,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LOND,0.05,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LOND,0.1,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,LOND,0.2,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,bonferroni,0.0001,0,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,308.0,308.0,308.0
10,bonferroni,0.001,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,bonferroni,0.01,0,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,208.0,208.0,208.0
10,bonferroni,0.05,0,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,108.0,108.0,108.0
10,bonferroni,0.1,0,464,461,2,1,1,0.5,0.0021691973969631237,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,208.0,208.0,208.0
10,bonferroni,0.2,0,460,457,4,3,1,0.75,0.006564551422319475,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,208.0,208.0,208.0
10,LORD++,0.0001,1,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,321.0,321.0,321.0
10,LORD++,0.001,1,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,221.0,221.0,221.0
10,LORD++,0.01,1,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,221.0,221.0,221.0
10,LORD++,0.05,1,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,221.0,221.0,221.0
10,LORD++,0.1,1,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,121.0,121.0,121.0
10,LORD++,0.2,1,464,462,2,1,1,0.5,0.0021645021645021645,0.02127659574468085,0.02127659574468085,0.02127659574468085,47000.0,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.0001,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.001,1,458,456,4,3,1,0.75,0.006578947368421052,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.01,1,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.0851063829787234,0.10638297872340426,9400.0,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.05,1,428,426,14,13,1,0.9285714285714286,0.03051643192488263,0.2765957446808511,0.19148936170212766,0.2765957446808511,3615.3846153846152,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.1,1,413,411,19,18,1,0.9473684210526315,0.043795620437956206,0.3829787234042553,0.2765957446808511,0.3829787234042553,2611.1111111111113,1,1,0.0,121.0,121.0,121.0
10,uncorrected,0.2,1,380,378,30,29,1,0.9666666666666667,0.07671957671957672,0.6170212765957447,0.3617021276595745,0.6170212765957447,1620.6896551724137,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.0001,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.001,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.01,1,458,456,4,3,1,0.75,0.006578947368421052,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.05,1,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.06382978723404255,0.10638297872340426,9400.0,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.1,1,449,447,7,6,1,0.8571428571428571,0.013422818791946308,0.1276595744680851,0.0851063829787234,0.1276595744680851,7833.333333333333,1,1,0.0,121.0,121.0,121.0
10,bh_window,0.2,1,437,435,11,10,1,0.9090909090909091,0.022988505747126436,0.2127659574468085,0.10638297872340426,0.2127659574468085,4700.0,1,1,0.0,121.0,121.0,121.0
10,LOND,0.0001,1,467,463,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,321.0,321.0,321.0
10,LOND,0.001,1,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,221.0,221.0,221.0
10,LOND,0.01,1,467,464,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,221.0,221.0,221.0
10,LOND,0.05,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,LOND,0.1,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,LOND,0.2,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.0001,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.001,1,467,465,1,0,1,0.0,0.0,0.0,0.0,0.0,inf,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.01,1,458,456,4,3,1,0.75,0.006578947368421052,0.06382978723404255,0.06382978723404255,0.06382978723404255,15666.666666666666,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.05,1,455,453,5,4,1,0.8,0.008830022075055188,0.0851063829787234,0.0851063829787234,0.0851063829787234,11750.0,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.1,1,452,450,6,5,1,0.8333333333333334,0.011111111111111112,0.10638297872340426,0.0851063829787234,0.10638297872340426,9400.0,1,1,0.0,121.0,121.0,121.0
10,bonferroni,0.2,1,446,444,8,7,1,0.875,0.015765765765765764,0.14893617021276595,0.10638297872340426,0.14893617021276595,6714.285714285715,1,1,0.0,121.0,121.0,121.0
100,LORD++,0.0001,4,4688,4534,4,0,4,0.0,0.0,0.0,0.0,0.0,inf,10,4,0.6,541.25,450.0,1484.8
100,LORD++,0.001,4,4673,4596,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,673.2222222222222,355.0,714.8
100,LORD++,0.01,4,4673,4612,9,0,9,0.0,0.0,0.0,0.0,0.0,inf,10,9,0.09999999999999998,495.44444444444446,355.0,554.8
100,LORD++,0.05,4,4670,4626,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,384.8,256.0,384.8
100,LORD++,0.1,4,4670,4627,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,374.8,256.0,374.8
100,LORD++,0.2,4,4670,4634,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,304.8,251.0,304.8
100,uncorrected,0.0001,4,4670,4638,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,264.8,251.0,264.8
100,uncorrected,0.001,4,4670,4643,10,0,10,0.0,0.0,0.0,0.0,0.0,inf,10,10,0.0,214.8,218.0,214.8
