tool,setup_s,ms_per_window
"driftfdr, MeanShift(1)",0.009082240998395719,0.04785326998899109
"Evidently, ValueDrift",0.0,35.7061588400029
"NannyML, все окна одним вызовом",0.04482236900003045,6.469727419989795
"NannyML, вызов на каждое окно",0.04482236900003045,10.927598199941713
