n_streams,scenario,procedure,alpha,false_alarms_per_1k_stream_steps,degraded_per_drift,fdp,window_fdp,mdr,mean_delay
500,sporadic,bh_window,0.01,0.0004964539007092199,265.53333333333336,0.011236837969511236,0.0030589977398488032,0.003333333333333336,259.92429292929296
500,sporadic,bh_window,0.05,0.00475177304964539,218.70000000000002,0.08419729273424169,0.031845548068952324,0.0,218.70000000000002
500,sporadic,bh_window,0.1,0.01326241134751773,207.20000000000002,0.17453531434041633,0.02969122854944572,0.003333333333333336,200.38257575757575
500,sporadic,bh_window,0.2,0.04893617021276595,191.53333333333333,0.37952021637780753,0.05678915735807503,0.0,191.53333333333333
500,sporadic,bonferroni,1e-05,0.0,1431.0333333333335,0.0,0.0,0.5,723.1075694103926
500,sporadic,bonferroni,0.0001,0.0,992.1999999999999,0.0,0.0,0.26499999999999996,604.6177692282735
500,sporadic,bonferroni,0.001,0.0,594.8666666666667,0.0,0.0,0.08833333333333336,458.2151939766049
500,sporadic,bonferroni,0.01,7.092198581560284e-05,354.2,0.0016501650165016502,0.0005065856129685917,0.013333333333333345,328.5225003618469
500,sporadic,bonferroni,0.05,0.0004964539007092198,264.2,0.011084127280652592,0.019326241134751773,0.001666666666666668,260.0182323232323
500,sporadic,bonferroni,0.1,0.0009929078014184398,242.86666666666667,0.021883810678156243,0.0288838230327592,0.0,242.86666666666667
500,sporadic,bonferroni,0.2,0.0021985815602836877,217.36666666666667,0.04527216146868678,0.06103461156652646,0.0,217.36666666666667
500,sporadic,storey_bh,1e-05,0.0,1004.1999999999999,0.0,0.0,0.26833333333333337,659.9516803641718
500,sporadic,storey_bh,0.0001,7.092198581560284e-05,624.3666666666667,0.0016835016835016836,0.0007092198581560284,0.10166666666666667,483.6931064620483
500,sporadic,storey_bh,0.001,0.00028368794326241134,375.8666666666666,0.006410256410256411,0.001182033096926714,0.02,344.8957180650038
500,sporadic,storey_bh,0.01,0.008297872340425533,271.03333333333336,0.11423748833616647,0.021090335983953004,0.006666666666666672,259.09845117845117
500,sporadic,storey_bh,0.05,0.06858156028368793,237.70000000000002,0.35470972226561864,0.030622019074690175,0.00833333333333334,222.74949391877962
500,sporadic,storey_bh,0.1,0.1553900709219858,238.03333333333333,0.5031311696610278,0.05337704992672496,0.01833333333333335,210.23328507280107
500,sporadic,storey_bh,0.2,0.2823404255319149,223.86666666666667,0.693957837611762,0.08032673920807365,0.013333333333333345,201.9235778820536
500,sporadic,uncorrected,1e-05,7.092198581560284e-05,399.2,0.0016501650165016502,0.0008865248226950354,0.026666666666666672,352.6948764859479
500,sporadic,uncorrected,0.0001,0.0004964539007092198,265.03333333333336,0.011084127280652592,0.019326241134751773,0.001666666666666668,260.8532491582492
500,sporadic,uncorrected,0.001,0.005886524822695035,198.53333333333333,0.10920274073189808,0.1102077001013171,0.0,198.53333333333333
500,sporadic,uncorrected,0.01,0.04276595744680851,157.20000000000002,0.4307775557775558,0.3843391029981176,0.0,157.20000000000002
500,sporadic,uncorrected,0.05,0.13666666666666666,127.36666666666667,0.718536348016702,0.6183878188163231,0.001666666666666668,123.57464646464648
500,sporadic,uncorrected,0.1,0.25113475177304967,128.86666666666665,0.836724835029573,0.7304794901050674,0.001666666666666668,123.42900673400673
500,sporadic,uncorrected,0.2,0.49673758865248224,114.2,0.9164342848912636,0.861217651943759,0.0,114.2
