n_streams,scenario,procedure,alpha,false_alarms_per_1k_stream_steps,degraded_per_drift,fdp,window_fdp,mdr,mean_delay
500,1 event,bh_window,0.001,0.0,370.1666666666667,0.0,0.0,0.030000000000000027,295.48795909826146
500,1 event,bh_window,0.01,0.00028368794326241134,216.5,0.006504533948540486,0.010688242932773949,0.003333333333333336,208.36195286195286
500,1 event,bh_window,0.05,0.006028368794326242,171.66666666666666,0.08617345379397752,0.02224683162247715,0.0,171.66666666666666
500,1 event,bh_window,0.1,0.012624113475177305,163.33333333333334,0.1460376937998671,0.0338231486826842,0.0,163.33333333333334
500,1 event,bh_window,0.2,0.03127659574468085,141.0,0.28218017623735697,0.034643795044761595,0.0,141.0
500,1 event,bonferroni,1e-05,0.0,1688.1666666666667,0.0,0.0,0.535,729.785124761905
500,1 event,bonferroni,0.0001,0.0,1212.8333333333333,0.0,0.0,0.29833333333333334,664.0591017578018
500,1 event,bonferroni,0.001,0.0,715.5,0.0,0.0,0.09999999999999999,507.97128797128795
500,1 event,bonferroni,0.01,0.0002127659574468085,363.3333333333333,0.004918138872710801,0.010638297872340427,0.013333333333333345,331.3568272669893
500,1 event,bonferroni,0.05,0.0003546099290780142,270.0,0.008060421426758061,0.01773049645390071,0.0,270.0
500,1 event,bonferroni,0.1,0.0009929078014184398,246.16666666666666,0.021687462863933454,0.03900709219858156,0.0,246.16666666666666
500,1 event,bonferroni,0.2,0.002056737588652482,226.66666666666666,0.042831689553377066,0.07092198581560283,0.0,226.66666666666666
500,1 event,storey_bh,1e-05,0.0,1100.3333333333333,0.0,0.0,0.26666666666666666,540.7257362964045
500,1 event,storey_bh,0.0001,0.0,659.3333333333334,0.0,0.0,0.12000000000000001,382.65761652582574
500,1 event,storey_bh,0.001,0.0002127659574468085,355.5,0.004854368932038835,0.0036488847774694207,0.03000000000000001,285.0117536925317
500,1 event,storey_bh,0.01,0.01170212765957447,221.33333333333334,0.11050061050061051,0.018254352030947777,0.003333333333333336,213.2171717171717
500,1 event,storey_bh,0.05,0.036524822695035465,170.66666666666666,0.276712171436506,0.0324561918019086,0.0,170.66666666666666
