window,min_p,n_below,n_streams,rho,seed
20,0.0013036149297259783,1,100,0.0,15
21,0.0002893319498591175,1,100,0.0,15
22,0.0008648435445834457,1,100,0.0,15
23,0.00472742325597137,1,100,0.0,15
24,0.011715897164778796,0,100,0.0,15
25,0.021956087824351298,0,100,0.0,15
26,0.0074040072398420115,1,100,0.0,15
27,0.0034244948764061097,2,100,0.0,15
28,0.00577178761713913,1,100,0.0,15
29,0.005538716910701129,2,100,0.0,15
30,0.010760130687418957,0,100,0.0,15
31,0.018731939293077583,0,100,0.0,15
32,0.027944111776447105,0,100,0.0,15
33,0.031936127744510975,0,100,0.0,15
34,0.015197294785671087,0,100,0.0,15
35,0.00849799768961257,1,100,0.0,15
36,0.012317364314723276,0,100,0.0,15
37,0.022260439984774727,0,100,0.0,15
38,0.009910626646284604,1,100,0.0,15
39,0.004161380375027094,1,100,0.0,15
40,0.0070351924077008705,1,100,0.0,15
41,0.02594810379241517,0,100,0.0,15
42,0.0047107205645696235,1,100,0.0,15
43,0.008273221909015289,1,100,0.0,15
44,0.021956087824351298,0,100,0.0,15
45,0.004775108484455336,1,100,0.0,15
46,0.006600127521871342,1,100,0.0,15
0,0.004776657646751777,2,100,0.0,14
1,0.001635561524882716,3,100,0.0,14
2,0.0056308847038775926,2,100,0.0,14
3,0.018401347443508714,0,100,0.0,14
4,0.0019811780221966864,1,100,0.0,14
5,0.0011502520242427912,1,100,0.0,14
6,0.0014381534869571206,4,100,0.0,14
7,0.0005540184933842478,5,100,0.0,14
8,0.0010184111019368271,3,100,0.0,14
9,0.001882142426428557,2,100,0.0,14
10,0.003648550133215678,2,100,0.0,14
11,0.007554802414043657,1,100,0.0,14
12,0.010793767126174645,0,100,0.0,14
13,0.002088058127484979,1,100,0.0,14
14,0.0027240212459566566,3,100,0.0,14
15,0.005974370302355726,2,100,0.0,14
16,0.001450404699224897,4,100,0.0,14
17,0.0013919975958266051,3,100,0.0,14
18,0.0010573095704243737,4,100,0.0,14
19,0.004861487069326499,4,100,0.0,14
20,0.006799611779224797,1,100,0.0,14
21,0.0032064557875194966,1,100,0.0,14
22,0.002869639909335306,2,100,0.0,14
23,0.003532091512364846,1,100,0.0,14
24,0.00711337687037427,1,100,0.0,14
25,0.0005641063788223732,1,100,0.0,14
26,0.002250752188490251,2,100,0.0,14
27,0.003940424102253262,4,100,0.0,14
28,0.002217301214532783,3,100,0.0,14
29,0.00069787783156295,4,100,0.0,14
30,0.0036580287117569076,2,100,0.0,14
31,0.0006279611423779802,3,100,0.0,14
32,0.0007568348665645589,4,100,0.0,14
33,0.0021358563531063347,4,100,0.0,14
34,0.0025879478941926246,3,100,0.0,14
35,0.001720419782643009,4,100,0.0,14
36,0.0022791408331486874,3,100,0.0,14
37,0.0037735747529162576,3,100,0.0,14
38,0.0010548033948800078,2,100,0.0,14
39,0.0016660581246992134,5,100,0.0,14
40,0.0006886836179864266,3,100,0.0,14
41,0.0015243389861722442,2,100,0.0,14
42,0.0007475170568759079,2,100,0.0,14
43,0.0009557865278535836,3,100,0.0,14
44,0.0008649713952578908,3,100,0.0,14
45,0.0008030522613034427,3,100,0.0,14
46,0.0026132381467088733,5,100,0.0,14
0,0.02594810379241517,0,100,0.0,16
1,0.0035381571929733627,1,100,0.0,16
2,0.006322452159509884,1,100,0.0,16
3,0.008945399756479754,1,100,0.0,16
4,0.006016000464266608,1,100,0.0,16
5,0.0158934899987259,0,100,0.0,16
6,0.016553097077543693,0,100,0.0,16
7,0.012714245128497066,0,100,0.0,16
8,0.008888119276091129,2,100,0.0,16
9,0.015378610067703778,0,100,0.0,16
10,0.008457867374649873,1,100,0.0,16
11,0.023952095808383235,0,100,0.0,16
12,0.033932135728542916,0,100,0.0,16
13,0.031936127744510975,0,100,0.0,16
14,0.021956087824351298,0,100,0.0,16
15,0.00421978556388295,1,100,0.0,16
16,0.002720667264802362,1,100,0.0,16
17,0.010108711531324928,0,100,0.0,16
18,0.0004650486935231609,2,100,0.0,16
19,0.021956087824351298,0,100,0.0,16
20,0.027944111776447105,0,100,0.0,16
21,0.03992015968063872,0,100,0.0,16
22,0.0071691627486076635,2,100,0.0,16
23,0.0032424422108050044,3,100,0.0,16
24,0.005659505259705287,3,100,0.0,16
25,0.0008963779223796135,2,100,0.0,16
26,0.0008642243860379067,4,100,0.0,16
27,0.0007501755156712012,1,100,0.0,16
28,0.001251782107551478,1,100,0.0,16
29,0.002339214926591069,2,100,0.0,16
30,0.0045154570374862455,2,100,0.0,16
31,0.0038042013207837547,2,100,0.0,16
32,0.011247969651849451,0,100,0.0,16
33,0.011501110357179857,0,100,0.0,16
34,0.006225296347361859,1,100,0.0,16
35,0.006856990044759703,2,100,0.0,16
36,0.002988296278700729,1,100,0.0,16
37,0.00851011831745623,1,100,0.0,16
38,0.02594810379241517,0,100,0.0,16
39,0.009259406894354973,1,100,0.0,16
40,0.007827454097745806,2,100,0.0,16
41,0.01072612245027045,0,100,0.0,16
42,0.006308192512486793,1,100,0.0,16
43,0.005315259910340875,2,100,0.0,16
44,0.01245266314748919,0,100,0.0,16
45,0.015280703066314497,0,100,0.0,16
46,0.005593296288007636,1,100,0.0,16
0,0.017991610847503337,0,100,0.0,17
1,0.029940119760479042,0,100,0.0,17
2,0.0076224128294324345,2,100,0.0,17
3,0.004305909044593231,2,100,0.0,17
4,0.009601279790325407,1,100,0.0,17
5,0.007554467568906882,2,100,0.0,17
6,0.023952095808383235,0,100,0.0,17
7,0.011721723604842955,0,100,0.0,17
8,0.004560156959552289,1,100,0.0,17
9,0.004151726547956499,3,100,0.0,17
10,0.0020622067670871534,2,100,0.0,17
11,0.001610351566086723,2,100,0.0,17
12,0.0011510545183121077,2,100,0.0,17
13,0.0022016451008626606,1,100,0.0,17
14,0.0010586756347645673,2,100,0.0,17
15,0.004185389884092071,4,100,0.0,17
16,0.0038949198993558708,2,100,0.0,17
17,0.004889597357281039,3,100,0.0,17
18,0.002878907389191644,2,100,0.0,17
19,0.007971670944525269,1,100,0.0,17
20,0.007997793180370817,1,100,0.0,17
21,0.0022774739090518216,1,100,0.0,17
22,0.003002299728397171,1,100,0.0,17
23,0.00630813118869979,2,100,0.0,17
24,0.003649301668301322,1,100,0.0,17
25,0.0017686279397855212,1,100,0.0,17
26,0.0006501089445644605,2,100,0.0,17
27,0.00045463060714423845,1,100,0.0,17
28,0.0014580265097649744,1,100,0.0,17
29,0.005067089634873487,2,100,0.0,17
30,0.005655584565302403,2,100,0.0,17
31,0.004621877084454001,3,100,0.0,17
32,0.00150530775455608,1,100,0.0,17
33,0.0020437869086565312,1,100,0.0,17
34,0.004423013421483096,1,100,0.0,17
35,0.0018144625321412132,1,100,0.0,17
36,0.001695893411921929,1,100,0.0,17
37,0.005174925397809003,3,100,0.0,17
38,0.002128595410287943,3,100,0.0,17
39,0.004767086246372228,1,100,0.0,17
40,0.016133367163757278,0,100,0.0,17
41,0.02594810379241517,0,100,0.0,17
42,0.006107981589302082,1,100,0.0,17
43,0.003052790371355161,4,100,0.0,17
44,0.007862658731688621,1,100,0.0,17
45,0.01016773488215209,0,100,0.0,17
46,0.005533044796119442,1,100,0.0,17
0,0.012654883809527893,0,100,0.0,19
1,0.017129012269789228,0,100,0.0,19
2,0.029940119760479042,0,100,0.0,19
3,0.01102802070386372,0,100,0.0,19
4,0.0027952168009443405,2,100,0.0,19
5,0.0018449994876276637,3,100,0.0,19
6,0.00022719169136863702,2,100,0.0,19
7,0.0003460875498959198,2,100,0.0,19
8,0.0002358928055483461,1,100,0.0,19
9,0.0002780084442358145,1,100,0.0,19
10,0.0028464269598783417,2,100,0.0,19
11,0.023952095808383235,0,100,0.0,19
12,0.027944111776447105,0,100,0.0,19
13,0.01349968444015198,0,100,0.0,19
14,0.009449506734067881,1,100,0.0,19
15,0.0014235604190931286,1,100,0.0,19
16,0.0030423910196986418,2,100,0.0,19
17,0.00721912050164525,1,100,0.0,19
18,0.008925707551022606,2,100,0.0,19
19,0.0059683729239217425,1,100,0.0,19
20,0.01165365225146707,0,100,0.0,19
21,0.027944111776447105,0,100,0.0,19
22,0.016742817354608305,0,100,0.0,19
23,0.010273414432791332,0,100,0.0,19
24,0.015288668772773113,0,100,0.0,19
25,0.02594810379241517,0,100,0.0,19
26,0.021956087824351298,0,100,0.0,19
27,0.023952095808383235,0,100,0.0,19
28,0.01210557365003705,0,100,0.0,19
29,0.027944111776447105,0,100,0.0,19
30,0.009867641425477972,1,100,0.0,19
31,0.006475681883310065,2,100,0.0,19
32,0.027944111776447105,0,100,0.0,19
33,0.027944111776447105,0,100,0.0,19
34,0.005506975305999952,1,100,0.0,19
35,0.011829386537948714,0,100,0.0,19
36,0.015364315643614172,0,100,0.0,19
37,0.015591267653775923,0,100,0.0,19
38,0.006786734983419887,1,100,0.0,19
39,0.013486931451990586,0,100,0.0,19
40,0.014535593261296829,0,100,0.0,19
41,0.029940119760479042,0,100,0.0,19
42,0.02594810379241517,0,100,0.0,19
43,0.010162495101593123,0,100,0.0,19
44,0.011685591427952162,0,100,0.0,19
45,0.015369856698598881,0,100,0.0,19
46,0.004488655608135029,2,100,0.0,19
0,0.00728706999929928,1,100,0.0,20
1,0.008214934317088413,2,100,0.0,20
2,0.014233134644630894,0,100,0.0,20
3,0.013593464900610384,0,100,0.0,20
4,0.0058203992327401505,1,100,0.0,20
5,0.0004766331611883257,4,100,0.0,20
6,0.0002449500746001076,4,100,0.0,20
7,0.0001917450671815492,1,100,0.0,20
8,0.004800291136547672,1,100,0.0,20
9,0.007940502643676038,1,100,0.0,20
10,0.004490456059788217,2,100,0.0,20
11,0.00136164301654745,4,100,0.0,20
12,0.00015240762973485272,5,100,0.0,20
13,5.26521772945645e-05,3,100,0.0,20
14,0.0009647771482052987,2,100,0.0,20
15,0.0025719665570010457,1,100,0.0,20
16,0.011609970769681583,0,100,0.0,20
17,0.0040028923236259135,2,100,0.0,20
18,0.0003761428792013902,2,100,0.0,20
19,0.0020428621847680566,2,100,0.0,20
20,0.0006515830544928009,2,100,0.0,20
21,2.584293779541333e-05,1,100,0.0,20
22,0.00012277510381155307,2,100,0.0,20
23,0.00045217752287545003,3,100,0.0,20
24,0.0017826630575057693,3,100,0.0,20
25,0.00540840379935959,3,100,0.0,20
26,0.004405072879427349,1,100,0.0,20
27,0.0023026519524382456,1,100,0.0,20
28,0.0035885611543429495,1,100,0.0,20
29,0.00016876221972076584,1,100,0.0,20
30,5.694756221337202e-06,2,100,0.0,20
31,1.4805092747236521e-05,4,100,0.0,20
32,7.386936282000685e-05,5,100,0.0,20
33,0.001419230609977888,4,100,0.0,20
34,0.0009209098959642106,4,100,0.0,20
35,0.0004029704293012047,2,100,0.0,20
36,0.0001386150242821245,3,100,0.0,20
37,0.0003555786046090586,3,100,0.0,20
38,0.0005911521469409248,2,100,0.0,20
39,0.0008909294945272551,1,100,0.0,20
40,0.0005845435479207206,1,100,0.0,20
41,0.00022233590299255103,1,100,0.0,20
42,0.001122206498726185,2,100,0.0,20
43,0.0008225660542494462,2,100,0.0,20
44,0.00035724501469331136,2,100,0.0,20
45,0.0015061233119782684,2,100,0.0,20
46,0.0012790160989850112,2,100,0.0,20
0,0.0017795709907618426,2,100,0.0,18
1,0.002944745636583545,2,100,0.0,18
2,0.0033322535550986475,2,100,0.0,18
3,0.0035580650725936386,1,100,0.0,18
4,0.007379624992458385,1,100,0.0,18
5,0.0039758414793606206,2,100,0.0,18
6,0.005872088666938167,2,100,0.0,18
7,0.009187810606888397,1,100,0.0,18
8,0.011170667071107233,0,100,0.0,18
9,0.0026058700532736547,2,100,0.0,18
10,0.0060785296851748015,3,100,0.0,18
11,0.0010290985061026995,2,100,0.0,18
12,0.017657376629011772,0,100,0.0,18
13,0.012256763575080952,0,100,0.0,18
14,0.013971487984704021,0,100,0.0,18
15,0.0020335383668777475,1,100,0.0,18
16,0.0017423992789334928,1,100,0.0,18
17,0.007746047584841201,1,100,0.0,18
18,0.0032409473804528724,2,100,0.0,18
19,0.0062703871047126245,1,100,0.0,18
20,0.017495122195115582,0,100,0.0,18
21,0.0023151417850525934,1,100,0.0,18
22,0.0015689488257672045,1,100,0.0,18
23,0.0009485459753194488,4,100,0.0,18
24,0.0005913772496053606,4,100,0.0,18
25,0.00043781420309589055,5,100,0.0,18
26,0.00239351435168599,4,100,0.0,18
27,0.0038779541159689925,2,100,0.0,18
28,0.00013444516821395797,3,100,0.0,18
29,0.00036649773775876556,3,100,0.0,18
30,0.0012267966762557615,2,100,0.0,18
31,0.009708379786693892,1,100,0.0,18
32,0.007592907041084203,2,100,0.0,18
33,0.0038700651990364134,3,100,0.0,18
34,0.0071407380966277845,2,100,0.0,18
35,0.0032714870836561636,2,100,0.0,18
36,0.0020522089878717785,1,100,0.0,18
37,0.0023895406042080364,2,100,0.0,18
38,0.006313363738225631,2,100,0.0,18
39,0.006366506480891653,1,100,0.0,18
40,0.004853468944068163,3,100,0.0,18
41,0.003504572505701308,3,100,0.0,18
42,0.0015766598992751149,5,100,0.0,18
43,0.003432965978389038,5,100,0.0,18
44,0.0015013361238141478,2,100,0.0,18
45,0.006171531965676577,2,100,0.0,18
46,0.005143453052991888,3,100,0.0,18
0,0.01501017118641978,0,100,0.0,21
1,0.008036118202098066,1,100,0.0,21
2,0.009617661778005092,1,100,0.0,21
3,0.00274656462292581,2,100,0.0,21
4,0.0026303813166447,2,100,0.0,21
5,0.004675270599785885,1,100,0.0,21
6,0.005224063592030849,1,100,0.0,21
7,0.010720177216465822,0,100,0.0,21
8,0.0038419583619529077,1,100,0.0,21
9,0.004560332919103182,1,100,0.0,21
10,0.0013540808549456643,2,100,0.0,21
11,0.0002436668493424621,2,100,0.0,21
12,0.00026487457880779267,2,100,0.0,21
13,0.0010700571842646657,2,100,0.0,21
14,0.0026686228565285493,1,100,0.0,21
15,0.008964422742271893,1,100,0.0,21
16,0.006556062064940398,1,100,0.0,21
17,0.00947989387869324,1,100,0.0,21
18,0.013345619540328547,0,100,0.0,21
19,0.004459840540319198,2,100,0.0,21
20,0.0012623608609961291,2,100,0.0,21
21,0.0016078461355189392,1,100,0.0,21
22,0.000293956298552623,1,100,0.0,21
23,0.0005468384342673236,2,100,0.0,21
24,0.00012285449004124685,3,100,0.0,21
25,0.00034173027294270126,4,100,0.0,21
26,0.0017674146796316924,3,100,0.0,21
27,0.0005189747797650456,4,100,0.0,21
28,0.00204359765362557,3,100,0.0,21
29,0.001496485686720942,2,100,0.0,21
30,0.0015452108387424765,2,100,0.0,21
31,0.0024092349928447176,1,100,0.0,21
32,0.001007290366302934,1,100,0.0,21
33,0.0011242597351583835,1,100,0.0,21
34,0.0011320798517362321,1,100,0.0,21
35,0.0012255364717482966,1,100,0.0,21
36,0.020547441931707024,0,100,0.0,21
37,0.01300309247034483,0,100,0.0,21
38,0.00512231102077764,1,100,0.0,21
39,0.0015644583146060332,1,100,0.0,21
40,0.0007466135725307871,2,100,0.0,21
41,0.001272399683502592,2,100,0.0,21
42,0.006604503784074067,2,100,0.0,21
43,0.014451129835865629,0,100,0.0,21
44,0.014794277141456187,0,100,0.0,21
45,0.016732605306000715,0,100,0.0,21
46,0.005592544395110987,1,100,0.0,21
0,0.004724302508903686,2,100,0.0,23
1,0.02594810379241517,0,100,0.0,23
2,0.011418962322838018,0,100,0.0,23
3,0.009760421074868684,1,100,0.0,23
4,0.02594810379241517,0,100,0.0,23
5,0.017079724711469638,0,100,0.0,23
6,0.021956087824351298,0,100,0.0,23
7,0.01529289515983327,0,100,0.0,23
8,0.007074066345503941,1,100,0.0,23
9,0.007760898785596618,1,100,0.0,23
10,0.020071511376088827,0,100,0.0,23
11,0.011710759179780695,0,100,0.0,23
12,0.013806439735665485,0,100,0.0,23
13,0.011189629458595217,0,100,0.0,23
14,0.013611062012117064,0,100,0.0,23
15,0.03592814371257485,0,100,0.0,23
16,0.08183632734530938,0,100,0.0,23
17,0.05189620758483034,0,100,0.0,23
18,0.01225420561765089,0,100,0.0,23
19,0.009931518263970228,1,100,0.0,23
20,0.0033538375331542687,1,100,0.0,23
21,0.00910189218454163,1,100,0.0,23
22,0.023952095808383235,0,100,0.0,23
23,0.014955090808907088,0,100,0.0,23
24,0.011279809106964876,0,100,0.0,23
25,0.029940119760479042,0,100,0.0,23
26,0.031936127744510975,0,100,0.0,23
27,0.01607408610807161,0,100,0.0,23
28,0.027944111776447105,0,100,0.0,23
29,0.02007875857325669,0,100,0.0,23
30,0.015385147580193746,0,100,0.0,23
31,0.01785693506375949,0,100,0.0,23
32,0.01788774148949796,0,100,0.0,23
33,0.029940119760479042,0,100,0.0,23
34,0.03592814371257485,0,100,0.0,23
35,0.04790419161676647,0,100,0.0,23
36,0.04590818363273453,0,100,0.0,23
37,0.05588822355289421,0,100,0.0,23
38,0.02594810379241517,0,100,0.0,23
39,0.014934736339507954,0,100,0.0,23
40,0.01503112682577871,0,100,0.0,23
41,0.007417700914546606,1,100,0.0,23
42,0.006557775714480411,2,100,0.0,23
43,0.005588293484452067,2,100,0.0,23
44,0.011588832126693323,0,100,0.0,23
45,0.008942361870128228,2,100,0.0,23
46,0.010810711537228398,0,100,0.0,23
0,0.01599948993084361,0,100,0.0,22
1,0.002694982930591569,2,100,0.0,22
2,0.0053370944210223425,1,100,0.0,22
3,0.0037264434341487355,1,100,0.0,22
4,0.0010630660119853306,1,100,0.0,22
5,0.00026853439792529744,1,100,0.0,22
6,0.00030375671868416857,2,100,0.0,22
7,0.0009924491117564273,3,100,0.0,22
8,0.0029301943296734293,2,100,0.0,22
9,0.004783825134283472,2,100,0.0,22
10,0.003857801908843656,2,100,0.0,22
11,0.010715437856425682,0,100,0.0,22
12,0.001475020027400884,3,100,0.0,22
13,0.0007501349773540539,3,100,0.0,22
14,0.001466583622435603,2,100,0.0,22
15,0.0002741314934855136,2,100,0.0,22
16,0.0007305604371269552,2,100,0.0,22
17,0.000756333065997205,1,100,0.0,22
18,0.0037939694863457735,1,100,0.0,22
19,0.0010760078098996243,3,100,0.0,22
20,0.000707930433194311,3,100,0.0,22
21,0.0014625370471191511,4,100,0.0,22
22,0.00015280374075110346,1,100,0.0,22
23,0.0007166136055227262,1,100,0.0,22
24,0.0003176236362534719,1,100,0.0,22
25,4.372815971816804e-05,1,100,0.0,22
26,0.00010530905663137331,1,100,0.0,22
27,0.0006428190884314174,2,100,0.0,22
28,0.0008218998192851133,3,100,0.0,22
29,5.7766763991989764e-05,2,100,0.0,22
30,1.4320903933304937e-05,3,100,0.0,22
31,1.3991928089442889e-05,3,100,0.0,22
32,0.00016947928740794732,3,100,0.0,22
33,0.001207993540430937,2,100,0.0,22
34,0.011201386583796706,0,100,0.0,22
35,0.0024003998733921348,2,100,0.0,22
36,0.00036605441253346007,2,100,0.0,22
37,6.652056927252107e-05,3,100,0.0,22
38,0.00011079350803752738,4,100,0.0,22
39,0.0011396299327313462,3,100,0.0,22
40,0.0032250961011368595,2,100,0.0,22
41,0.002161263172633483,2,100,0.0,22
42,0.004965790769879628,3,100,0.0,22
43,0.007644836736701169,1,100,0.0,22
44,0.005954101457275832,2,100,0.0,22
45,0.00028780040073855546,2,100,0.0,22
46,5.4244334944968406e-05,3,100,0.0,22
0,0.004770594926790147,1,100,0.0,24
1,0.002049857854126082,2,100,0.0,24
2,0.005668694824859491,2,100,0.0,24
3,0.006029251197123789,1,100,0.0,24
4,0.010531345067785101,0,100,0.0,24
5,0.014454489377879472,0,100,0.0,24
6,0.013476717066819405,0,100,0.0,24
7,0.008271717757062907,1,100,0.0,24
8,0.041916167664670656,0,100,0.0,24
9,0.033932135728542916,0,100,0.0,24
10,0.02594810379241517,0,100,0.0,24
11,0.01645146738403616,0,100,0.0,24
12,0.021954569647570758,0,100,0.0,24
13,0.008552305166215166,1,100,0.0,24
14,0.007625242239957107,1,100,0.0,24
15,0.008262383949614425,2,100,0.0,24
16,0.008122022577614204,1,100,0.0,24
17,0.011972907136945855,0,100,0.0,24
18,0.004108457474552569,1,100,0.0,24
19,0.005845361243411675,1,100,0.0,24
20,0.003866427526881805,2,100,0.0,24
21,0.006777358345851418,1,100,0.0,24
22,0.033932135728542916,0,100,0.0,24
23,0.00768433521259268,1,100,0.0,24
24,0.002229819973567936,1,100,0.0,24
25,0.001561271811227947,1,100,0.0,24
26,0.008000315755782157,1,100,0.0,24
27,0.02024178991152812,0,100,0.0,24
28,0.007718350595702249,1,100,0.0,24
29,0.00416332029948575,3,100,0.0,24
30,0.004568993530822065,2,100,0.0,24
31,0.0033909382431645966,2,100,0.0,24
32,0.005689189077733947,1,100,0.0,24
33,0.007611535372268459,1,100,0.0,24
34,0.007282259460060303,1,100,0.0,24
35,0.0023517384435664114,1,100,0.0,24
36,0.0015434930605994195,1,100,0.0,24
37,0.0028462085604649776,2,100,0.0,24
38,0.00440928347735512,1,100,0.0,24
39,0.01084989742926131,0,100,0.0,24
40,0.00934264257267102,1,100,0.0,24
41,0.0034468581084103793,2,100,0.0,24
42,0.012389472532850278,0,100,0.0,24
43,0.014472176098571777,0,100,0.0,24
44,0.010995234504426805,0,100,0.0,24
45,0.006381542874736655,2,100,0.0,24
46,0.006406274942230303,1,100,0.0,24
0,0.011714327897812416,0,100,0.0,25
1,0.00617860145670156,1,100,0.0,25
2,0.0015443780062197345,3,100,0.0,25
3,0.0039650364560992885,2,100,0.0,25
4,0.0005524685146640321,3,100,0.0,25
5,0.00020190588284890433,2,100,0.0,25
6,9.494857508927668e-05,3,100,0.0,25
7,0.00016776853657972295,1,100,0.0,25
8,0.001145405513023322,1,100,0.0,25
9,0.0027786529537532664,1,100,0.0,25
10,0.013067429032785759,0,100,0.0,25
11,0.01518844669913205,0,100,0.0,25
12,0.01266735022060531,0,100,0.0,25
13,0.008911110258571055,1,100,0.0,25
14,0.0038740549853366712,2,100,0.0,25
15,0.002301984966027268,3,100,0.0,25
16,0.002172126936713886,4,100,0.0,25
17,0.002955983547834008,5,100,0.0,25
18,0.0027758046535448205,3,100,0.0,25
19,0.0023317244048237347,3,100,0.0,25
20,0.0013312484662362598,2,100,0.0,25
21,0.002968770635883719,3,100,0.0,25
22,0.005622874024393035,1,100,0.0,25
23,0.007665311322778941,1,100,0.0,25
24,0.00722285734318766,1,100,0.0,25
25,0.008907674997185713,1,100,0.0,25
26,0.01783886287579109,0,100,0.0,25
27,0.0021467971670122024,1,100,0.0,25
28,0.002571358542602427,1,100,0.0,25
29,0.0029429628576154118,1,100,0.0,25
30,0.0009807339300857403,1,100,0.0,25
31,0.005031347629587412,1,100,0.0,25
32,0.008850714749098237,2,100,0.0,25
33,0.007959707790571952,1,100,0.0,25
34,0.004565460475606716,1,100,0.0,25
35,0.004524239065604076,1,100,0.0,25
36,0.006172835855884289,1,100,0.0,25
37,0.029940119760479042,0,100,0.0,25
38,0.023952095808383235,0,100,0.0,25
39,0.0031595172567366707,1,100,0.0,25
40,0.00041687294949914623,3,100,0.0,25
41,0.0001723145566038679,3,100,0.0,25
42,0.000246442202962858,3,100,0.0,25
43,0.0006366128242934039,2,100,0.0,25
44,0.0032848581498960863,2,100,0.0,25
45,0.008957038828940047,2,100,0.0,25
46,0.0017559843158131553,1,100,0.0,25
0,0.008488999770980514,1,100,0.0,27
1,0.004652187407066884,1,100,0.0,27
2,0.0029529800907005296,2,100,0.0,27
3,0.004679923976599082,3,100,0.0,27
4,0.006006292296270081,3,100,0.0,27
5,0.007249140772117546,1,100,0.0,27
6,0.002066177105728772,3,100,0.0,27
7,0.001974735115536607,2,100,0.0,27
8,0.0020044385461736856,1,100,0.0,27
9,0.00018650276544229067,2,100,0.0,27
10,0.00011396243570305041,2,100,0.0,27
11,0.0001738805949263178,2,100,0.0,27
12,0.0007435497351177304,1,100,0.0,27
13,0.0028846261517803977,1,100,0.0,27
14,0.0064901317112618,1,100,0.0,27
15,0.003268729185289833,2,100,0.0,27
16,0.002385670190616359,2,100,0.0,27
17,0.0019282250208196218,2,100,0.0,27
18,0.002284155750978653,5,100,0.0,27
19,0.002500658729789917,5,100,0.0,27
20,0.0018197213395594958,5,100,0.0,27
21,0.0031922076914234323,3,100,0.0,27
22,0.006758981632436616,3,100,0.0,27
23,0.004180067200977351,3,100,0.0,27
24,0.003189540840357708,4,100,0.0,27
25,0.005004505723587646,4,100,0.0,27
26,0.009796854025852694,1,100,0.0,27
27,0.0075376136702590794,1,100,0.0,27
28,0.004566450237361413,3,100,0.0,27
29,0.0022339886464746972,2,100,0.0,27
30,0.00045190808848678213,2,100,0.0,27
31,0.00044394071631444925,2,100,0.0,27
32,0.00028784485028915066,2,100,0.0,27
33,0.0003502075026337436,3,100,0.0,27
34,0.0012737794300234926,2,100,0.0,27
35,0.0029518764081747553,2,100,0.0,27
36,0.005462297856777703,4,100,0.0,27
37,0.006816804972518156,1,100,0.0,27
38,0.0021590075269404016,1,100,0.0,27
39,0.002257162010729135,3,100,0.0,27
40,0.002439760679508675,2,100,0.0,27
41,0.003516178542049591,3,100,0.0,27
42,0.003857088260696045,2,100,0.0,27
43,0.007837649997408857,2,100,0.0,27
44,0.002382899529437351,1,100,0.0,27
45,0.0006816508995789842,3,100,0.0,27
46,0.0006662054146515893,4,100,0.0,27
0,0.005629279670011895,1,100,0.0,26
1,0.010276289086208467,0,100,0.0,26
2,0.009259912711230769,1,100,0.0,26
3,0.009422857360038117,1,100,0.0,26
4,0.007705967793571979,2,100,0.0,26
5,0.001969056387844014,5,100,0.0,26
6,0.0014882501060031299,5,100,0.0,26
7,0.003422931419010884,1,100,0.0,26
8,0.0038297997285690563,1,100,0.0,26
9,0.009243781531674863,1,100,0.0,26
10,0.00901143416122476,1,100,0.0,26
11,0.011610145178573814,0,100,0.0,26
12,0.003668518014972205,2,100,0.0,26
13,0.008225909292547294,1,100,0.0,26
14,0.009516844374402714,1,100,0.0,26
15,0.016584168204998764,0,100,0.0,26
16,0.005814606738311191,2,100,0.0,26
17,0.0031915765625977464,3,100,0.0,26
18,0.0034106848571346065,3,100,0.0,26
19,0.005372180531464536,1,100,0.0,26
20,0.013452744850381549,0,100,0.0,26
21,0.004673374107650286,3,100,0.0,26
22,0.0047071200189271745,3,100,0.0,26
23,0.0053575814375997855,2,100,0.0,26
24,0.007169089550934241,4,100,0.0,26
25,0.004498590618888304,3,100,0.0,26
26,0.005516461756854383,2,100,0.0,26
27,0.0054871827512203535,1,100,0.0,26
28,0.013956286730579219,0,100,0.0,26
29,0.00784966079907919,1,100,0.0,26
30,0.011278649593522067,0,100,0.0,26
31,0.031936127744510975,0,100,0.0,26
32,0.012551131639232133,0,100,0.0,26
33,0.00724358699189628,1,100,0.0,26
34,0.0064393026015853215,1,100,0.0,26
35,0.010839289409028927,0,100,0.0,26
36,0.010628344616475452,0,100,0.0,26
37,0.009755249739210811,1,100,0.0,26
38,0.01358532553865419,0,100,0.0,26
39,0.007935360366823801,1,100,0.0,26
40,0.009981599044146265,1,100,0.0,26
41,0.011800327927159038,0,100,0.0,26
42,0.0040236601609918085,1,100,0.0,26
43,0.003262319136300373,2,100,0.0,26
44,0.0022349359550675896,1,100,0.0,26
45,0.0024857710881243215,2,100,0.0,26
46,0.0045110440629086345,2,100,0.0,26
0,0.00012891570087734575,4,100,0.0,28
1,9.027879029351115e-08,2,100,0.0,28
2,1.3808759254619493e-06,3,100,0.0,28
3,9.963522941000222e-07,2,100,0.0,28
4,3.9451432485040405e-07,1,100,0.0,28
5,2.7450683185567144e-06,1,100,0.0,28
6,1.1237839705933661e-05,2,100,0.0,28
7,3.7378229175587247e-05,2,100,0.0,28
8,8.691858857547323e-05,4,100,0.0,28
9,0.0011520514823260446,4,100,0.0,28
10,0.003286052737121235,3,100,0.0,28
11,0.00038331226365235377,1,100,0.0,28
12,1.6629169676028086e-05,3,100,0.0,28
13,3.6590971655982365e-06,2,100,0.0,28
