case,procedure,alpha,seed,n_tests,n_null_tests,alarms,false_alarms,true_alarms,fdp,window_fdp,far_per_test,power_per_test,false_alarms_per_window,p_any_false_alarm_per_window,false_alarms_per_1k_stream_steps,mtfa_stream_steps,n_drifts,detected,mdr,mean_delay,median_delay,degraded_per_drift,mtr
"abrupt, Δ=1",uncorrected,0.1,0,4368,4351,117,107,10,0.9145299145299145,0.6067018296680374,0.024592047805102275,0.5882352941176471,2.276595744680851,0.6595744680851063,0.2276595744680851,4392.523364485981,10,10,0.0,114.0,115.0,114.0,38.530906706017376
"abrupt, Δ=1",bonferroni,1e-05,0,4682,4555,6,0,6,0.0,0.0,0.0,0.047244094488188976,0.0,0.0,0.0,inf,10,6,0.4,532.8333333333334,561.0,1214.0,inf
"abrupt, Δ=1",bonferroni,0.0001,0,4679,4582,7,0,7,0.0,0.0,0.0,0.07216494845360824,0.0,0.0,0.0,inf,10,7,0.30000000000000004,330.2857142857143,361.0,914.0,inf
"abrupt, Δ=1",bonferroni,0.001,0,4670,4615,10,0,10,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,inf,10,10,0.0,494.0,338.0,494.0,inf
"abrupt, Δ=1",bonferroni,0.01,0,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,244.0,219.0,244.0,inf
"abrupt, Δ=1",bonferroni,0.05,0,4670,4641,10,0,10,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,inf,10,10,0.0,234.0,219.0,234.0,inf
"abrupt, Δ=1",bonferroni,0.1,0,4664,4637,12,2,10,0.16666666666666666,0.0425531914893617,0.00043131334914815614,0.37037037037037035,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,214.0,215.0,214.0,1098.1308411214952
"abrupt, Δ=1",bh_window,1e-05,0,4682,4557,6,0,6,0.0,0.0,0.0,0.048,0.0,0.0,0.0,inf,10,6,0.4,499.5,485.0,1194.0,inf
"abrupt, Δ=1",bh_window,0.0001,0,4673,4598,9,0,9,0.0,0.0,0.0,0.12,0.0,0.0,0.0,inf,10,9,0.09999999999999998,391.44444444444446,407.0,694.0,inf
"abrupt, Δ=1",bh_window,0.001,0,4670,4619,10,0,10,0.0,0.0,0.0,0.19607843137254902,0.0,0.0,0.0,inf,10,10,0.0,454.0,315.0,454.0,inf
"abrupt, Δ=1",bh_window,0.01,0,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,244.0,219.0,244.0,inf
"abrupt, Δ=1",bh_window,0.05,0,4670,4641,10,0,10,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,inf,10,10,0.0,234.0,219.0,234.0,inf
"abrupt, Δ=1",bh_window,0.1,0,4664,4638,12,2,10,0.16666666666666666,0.02127659574468085,0.00043122035360068997,0.38461538461538464,0.0425531914893617,0.02127659574468085,0.00425531914893617,235000.0,10,10,0.0,204.0,211.0,204.0,1151.9607843137255
"abrupt, Δ=1",LORD++,1e-05,0,4688,4517,4,0,4,0.0,0.0,0.0,0.023391812865497075,0.0,0.0,0.0,inf,10,4,0.6,1243.25,1236.0,1654.0,inf
"abrupt, Δ=1",LORD++,0.0001,0,4685,4532,5,0,5,0.0,0.0,0.0,0.032679738562091505,0.0,0.0,0.0,inf,10,5,0.5,926.8,561.0,1474.0,inf
"abrupt, Δ=1",LORD++,0.001,0,4679,4570,7,0,7,0.0,0.0,0.0,0.06422018348623854,0.0,0.0,0.0,inf,10,7,0.30000000000000004,501.7142857142857,415.0,1034.0,inf
"abrupt, Δ=1",LORD++,0.01,0,4670,4611,10,0,10,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,inf,10,10,0.0,534.0,385.0,534.0,inf
"abrupt, Δ=1",LORD++,0.05,0,4670,4615,10,0,10,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,inf,10,10,0.0,494.0,338.0,494.0,inf
"abrupt, Δ=1",LORD++,0.1,0,4670,4624,10,0,10,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,inf,10,10,0.0,404.0,285.0,404.0,inf
"abrupt, Δ=0.5",uncorrected,1e-05,5,4688,4527,4,0,4,0.0,0.0,0.0,0.024844720496894408,0.0,0.0,0.0,inf,10,4,0.6,1046.75,1025.5,1550.6,inf
"abrupt, Δ=0.5",uncorrected,0.0001,5,4673,4571,9,1,8,0.1111111111111111,0.02127659574468085,0.0002187705097352877,0.0784313725490196,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,8,0.19999999999999996,642.375,499.0,960.6,585.3278848024908
"abrupt, Δ=0.5",uncorrected,0.001,5,4652,4595,16,6,10,0.375,0.10638297872340426,0.0013057671381936887,0.17543859649122806,0.1276595744680851,0.1276595744680851,0.01276595744680851,78333.33333333333,10,10,0.0,510.6,449.0,510.6,153.41428384906644
"abrupt, Δ=0.5",uncorrected,0.01,5,4538,4498,54,44,10,0.8148148148148148,0.4219858156028369,0.009782125389061804,0.25,0.9361702127659575,0.48936170212765956,0.09361702127659574,10681.818181818182,10,10,0.0,340.6,310.0,340.6,31.361768002989376
"abrupt, Δ=0.5",uncorrected,0.05,5,4370,4344,110,100,10,0.9090909090909091,0.6879432624113474,0.02302025782688766,0.38461538461538464,2.127659574468085,0.7446808510638298,0.2127659574468085,4700.0,10,10,0.0,200.6,204.5,200.6,23.42971086739781
"abrupt, Δ=0.5",uncorrected,0.1,5,4197,4171,171,161,10,0.9415204678362573,0.7936170212765957,0.038599856149604414,0.38461538461538464,3.425531914893617,0.851063829787234,0.3425531914893617,2919.254658385093,10,10,0.0,200.6,208.0,200.6,14.5526154455887
"abrupt, Δ=0.5",bonferroni,1e-05,5,4699,4468,1,0,1,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,inf,10,1,0.9,2313.0,2313.0,2250.6,inf
"abrupt, Δ=0.5",bonferroni,0.0001,5,4697,4477,1,0,1,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,inf,10,1,0.9,1213.0,1213.0,2140.6,inf
"abrupt, Δ=0.5",bonferroni,0.001,5,4688,4527,4,0,4,0.0,0.0,0.0,0.024844720496894408,0.0,0.0,0.0,inf,10,4,0.6,1046.75,1025.5,1550.6,inf
"abrupt, Δ=0.5",bonferroni,0.01,5,4673,4571,9,1,8,0.1111111111111111,0.02127659574468085,0.0002187705097352877,0.0784313725490196,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,8,0.19999999999999996,642.375,499.0,960.6,585.3278848024908
"abrupt, Δ=0.5",bonferroni,0.05,5,4664,4594,12,3,9,0.25,0.06382978723404255,0.00065302568567697,0.12857142857142856,0.06382978723404255,0.06382978723404255,0.006382978723404255,156666.66666666666,10,9,0.09999999999999998,531.2222222222222,423.0,640.6,265.42564317088477
"abrupt, Δ=0.5",bonferroni,0.1,5,4652,4595,16,6,10,0.375,0.10638297872340426,0.0013057671381936887,0.17543859649122806,0.1276595744680851,0.1276595744680851,0.01276595744680851,78333.33333333333,10,10,0.0,510.6,449.0,510.6,153.41428384906644
"abrupt, Δ=0.5",bh_window,1e-05,5,4699,4468,1,0,1,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,inf,10,1,0.9,2313.0,2313.0,2250.6,inf
"abrupt, Δ=0.5",bh_window,0.0001,5,4694,4488,2,0,2,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,inf,10,2,0.8,1434.5,1434.5,2000.6,inf
"abrupt, Δ=0.5",bh_window,0.001,5,4688,4534,4,0,4,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,inf,10,4,0.6,871.75,789.5,1480.6,inf
"abrupt, Δ=0.5",bh_window,0.01,5,4673,4572,9,1,8,0.1111111111111111,0.02127659574468085,0.00021872265966754156,0.07920792079207921,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,8,0.19999999999999996,629.875,480.0,950.6,596.9438380631078
"abrupt, Δ=0.5",bh_window,0.05,5,4622,4576,26,16,10,0.6153846153846154,0.07119476268412439,0.0034965034965034965,0.21739130434782608,0.3404255319148936,0.0851063829787234,0.03404255319148936,29375.0,10,10,0.0,400.6,364.0,400.6,73.32750873689466
"abrupt, Δ=0.5",bh_window,0.1,5,4574,4524,42,32,10,0.7619047619047619,0.0663627152988855,0.007073386383731211,0.2,0.6808510638297872,0.10638297872340426,0.06808510638297872,14687.5,10,10,0.0,440.6,449.0,440.6,33.335224693599635
"abrupt, Δ=0.5",LORD++,1e-05,5,4700,4468,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10,0,1.0,,,2260.6,
"abrupt, Δ=0.5",LORD++,0.0001,5,4700,4468,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10,0,1.0,,,2260.6,
"abrupt, Δ=0.5",LORD++,0.001,5,4700,4468,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10,0,1.0,,,2260.6,
"abrupt, Δ=0.5",LORD++,0.01,5,4700,4468,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10,0,1.0,,,2260.6,
"abrupt, Δ=0.5",LORD++,0.05,5,4675,4522,9,0,9,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,inf,10,9,0.09999999999999998,1453.4444444444443,1895.0,1470.6,inf
"abrupt, Δ=0.5",LORD++,0.1,5,4670,4516,10,1,9,0.1,0.0070921985815602835,0.00022143489813994686,0.05844155844155844,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,9,0.09999999999999998,1329.3333333333333,1313.0,1480.6,318.2046138415246
"abrupt, Δ=1",uncorrected,1e-05,1,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,266.9,262.0,266.9,inf
"abrupt, Δ=1",uncorrected,0.0001,1,4670,4643,10,0,10,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,inf,10,10,0.0,216.9,223.0,216.9,inf
"abrupt, Δ=1",uncorrected,0.001,1,4643,4620,19,9,10,0.47368421052631576,0.13120567375886524,0.001948051948051948,0.43478260869565216,0.19148936170212766,0.14893617021276595,0.019148936170212766,52222.22222222222,10,10,0.0,176.9,163.0,176.9,295.207587463099
"abrupt, Δ=1",uncorrected,0.01,1,4529,4507,57,47,10,0.8245614035087719,0.4326241134751774,0.010428222764588418,0.45454545454545453,1.0,0.44680851063829785,0.1,10000.0,10,10,0.0,166.9,163.0,166.9,59.916117435590174
"abrupt, Δ=1",uncorrected,0.05,1,4376,4358,108,98,10,0.9074074074074074,0.5620567375886524,0.022487379531895366,0.5555555555555556,2.0851063829787235,0.574468085106383,0.20851063829787234,4795.918367346939,10,10,0.0,126.9,124.5,126.9,37.792894935752074
"abrupt, Δ=1",uncorrected,0.1,1,4146,4128,185,175,10,0.9459459459459459,0.7129432624113475,0.04239341085271318,0.5555555555555556,3.723404255319149,0.7446808510638298,0.3723404255319149,2685.714285714286,10,10,0.0,126.9,130.5,126.9,21.164021164021165
"abrupt, Δ=1",bonferroni,1e-05,1,4670,4625,10,0,10,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,inf,10,10,0.0,396.9,346.0,396.9,inf
"abrupt, Δ=1",bonferroni,0.0001,1,4670,4632,10,0,10,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,inf,10,10,0.0,326.9,323.0,326.9,inf
"abrupt, Δ=1",bonferroni,0.001,1,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,266.9,262.0,266.9,inf
"abrupt, Δ=1",bonferroni,0.01,1,4670,4643,10,0,10,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,inf,10,10,0.0,216.9,223.0,216.9,inf
"abrupt, Δ=1",bonferroni,0.05,1,4652,4627,16,6,10,0.375,0.05673758865248227,0.0012967365463583316,0.4,0.1276595744680851,0.06382978723404255,0.01276595744680851,78333.33333333333,10,10,0.0,196.9,204.0,196.9,397.83307939732515
"abrupt, Δ=1",bonferroni,0.1,1,4643,4620,19,9,10,0.47368421052631576,0.13120567375886524,0.001948051948051948,0.43478260869565216,0.19148936170212766,0.14893617021276595,0.019148936170212766,52222.22222222222,10,10,0.0,176.9,163.0,176.9,295.207587463099
"abrupt, Δ=1",bh_window,1e-05,1,4670,4630,10,0,10,0.0,0.0,0.0,0.25,0.0,0.0,0.0,inf,10,10,0.0,346.9,336.0,346.9,inf
"abrupt, Δ=1",bh_window,0.0001,1,4670,4633,10,0,10,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,inf,10,10,0.0,316.9,323.0,316.9,inf
"abrupt, Δ=1",bh_window,0.001,1,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,246.9,256.0,246.9,inf
"abrupt, Δ=1",bh_window,0.01,1,4661,4635,13,3,10,0.23076923076923078,0.015957446808510637,0.0006472491909385113,0.38461538461538464,0.06382978723404255,0.02127659574468085,0.006382978723404255,156666.66666666666,10,10,0.0,206.9,211.5,206.9,757.2096020621877
"abrupt, Δ=1",bh_window,0.05,1,4628,4605,24,14,10,0.5833333333333334,0.07801418439716312,0.0030401737242128123,0.43478260869565216,0.2978723404255319,0.0851063829787234,0.029787234042553193,33571.42857142857,10,10,0.0,176.9,172.5,176.9,189.77630622627797
"abrupt, Δ=1",bh_window,0.1,1,4610,4588,30,20,10,0.6666666666666666,0.09663120567375885,0.004359197907585004,0.45454545454545453,0.425531914893617,0.10638297872340426,0.0425531914893617,23500.0,10,10,0.0,166.9,163.0,166.9,140.8028759736369
"abrupt, Δ=1",LORD++,1e-05,1,4676,4527,8,0,8,0.0,0.0,0.0,0.053691275167785234,0.0,0.0,0.0,inf,10,8,0.19999999999999996,1344.625,1193.0,1436.9,inf
"abrupt, Δ=1",LORD++,0.0001,1,4670,4549,10,0,10,0.0,0.0,0.0,0.08264462809917356,0.0,0.0,0.0,inf,10,10,0.0,1156.9,986.0,1156.9,inf
"abrupt, Δ=1",LORD++,0.001,1,4670,4630,10,0,10,0.0,0.0,0.0,0.25,0.0,0.0,0.0,inf,10,10,0.0,346.9,342.0,346.9,inf
"abrupt, Δ=1",LORD++,0.01,1,4670,4634,10,0,10,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,inf,10,10,0.0,306.9,304.0,306.9,inf
"abrupt, Δ=1",LORD++,0.05,1,4667,4636,11,1,10,0.09090909090909091,0.010638297872340425,0.00021570319240724764,0.3225806451612903,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,256.9,256.0,256.9,1829.5056442195407
"abrupt, Δ=1",LORD++,0.1,1,4643,4612,19,9,10,0.47368421052631576,0.031914893617021274,0.0019514310494362533,0.3225806451612903,0.19148936170212766,0.0425531914893617,0.019148936170212766,52222.22222222222,10,10,0.0,256.9,256.0,256.9,203.27840491328232
"abrupt, Δ=1",uncorrected,1e-05,2,4670,4637,10,0,10,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,inf,10,10,0.0,267.8,247.0,267.8,inf
"abrupt, Δ=1",uncorrected,0.0001,2,4667,4638,11,1,10,0.09090909090909091,0.02127659574468085,0.00021561017680034498,0.3448275862068966,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,227.8,227.5,227.8,2063.213345039508
"abrupt, Δ=1",uncorrected,0.001,2,4667,4643,11,1,10,0.09090909090909091,0.02127659574468085,0.00021537798836958864,0.4166666666666667,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8,2643.4195725534305
"abrupt, Δ=1",uncorrected,0.01,2,4635,4616,26,16,10,0.6153846153846154,0.26595744680851063,0.0034662045060658577,0.5263157894736842,0.3404255319148936,0.2765957446808511,0.03404255319148936,29375.0,10,10,0.0,127.8,131.5,127.8,229.85133020344287
"abrupt, Δ=1",uncorrected,0.05,2,4499,4481,73,63,10,0.863013698630137,0.5558510638297872,0.014059361749609462,0.5555555555555556,1.3404255319148937,0.6170212765957447,0.13404255319148936,7460.31746031746,10,10,0.0,147.8,131.5,147.8,50.47576089524668
"abrupt, Δ=1",uncorrected,0.1,2,4379,4362,117,107,10,0.9145299145299145,0.6801418439716311,0.024530032095369098,0.5882352941176471,2.276595744680851,0.723404255319149,0.2276595744680851,4392.523364485981,10,10,0.0,147.8,136.5,147.8,29.719373237388233
"abrupt, Δ=1",bonferroni,1e-05,2,4677,4579,9,0,9,0.0,0.0,0.0,0.09183673469387756,0.0,0.0,0.0,inf,10,9,0.09999999999999998,813.4444444444445,436.0,917.8,inf
"abrupt, Δ=1",bonferroni,0.0001,2,4670,4629,10,0,10,0.0,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,inf,10,10,0.0,347.8,343.0,347.8,inf
"abrupt, Δ=1",bonferroni,0.001,2,4670,4637,10,0,10,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,inf,10,10,0.0,267.8,247.0,267.8,inf
"abrupt, Δ=1",bonferroni,0.01,2,4667,4638,11,1,10,0.09090909090909091,0.02127659574468085,0.00021561017680034498,0.3448275862068966,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,227.8,227.5,227.8,2063.213345039508
"abrupt, Δ=1",bonferroni,0.05,2,4667,4642,11,1,10,0.09090909090909091,0.02127659574468085,0.00021542438604049978,0.4,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,187.8,199.5,187.8,2502.662406815761
"abrupt, Δ=1",bonferroni,0.1,2,4667,4643,11,1,10,0.09090909090909091,0.02127659574468085,0.00021537798836958864,0.4166666666666667,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8,2643.4195725534305
"abrupt, Δ=1",bh_window,1e-05,2,4671,4606,10,0,10,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,inf,10,10,0.0,587.8,396.5,587.8,inf
"abrupt, Δ=1",bh_window,0.0001,2,4670,4629,10,0,10,0.0,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,inf,10,10,0.0,347.8,343.0,347.8,inf
"abrupt, Δ=1",bh_window,0.001,2,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,257.8,236.5,257.8,inf
"abrupt, Δ=1",bh_window,0.01,2,4667,4638,11,1,10,0.09090909090909091,0.02127659574468085,0.00021561017680034498,0.3448275862068966,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,227.8,227.5,227.8,2063.213345039508
"abrupt, Δ=1",bh_window,0.05,2,4667,4643,11,1,10,0.09090909090909091,0.02127659574468085,0.00021537798836958864,0.4166666666666667,0.02127659574468085,0.02127659574468085,0.002127659574468085,470000.0,10,10,0.0,177.8,176.0,177.8,2643.4195725534305
"abrupt, Δ=1",bh_window,0.1,2,4664,4641,12,2,10,0.16666666666666666,0.026595744680851064,0.00043094160741219563,0.43478260869565216,0.0425531914893617,0.0425531914893617,0.00425531914893617,235000.0,10,10,0.0,167.8,147.0,167.8,1400.476758045292
"abrupt, Δ=1",LORD++,1e-05,2,4700,4479,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10,0,1.0,,,2147.8,
"abrupt, Δ=1",LORD++,0.0001,2,4673,4583,9,0,9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,inf,10,9,0.09999999999999998,750.0,495.0,837.8,inf
"abrupt, Δ=1",LORD++,0.001,2,4670,4598,10,0,10,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,inf,10,10,0.0,657.8,411.5,657.8,inf
"abrupt, Δ=1",LORD++,0.01,2,4670,4630,10,0,10,0.0,0.0,0.0,0.25,0.0,0.0,0.0,inf,10,10,0.0,337.8,323.5,337.8,inf
"abrupt, Δ=1",LORD++,0.05,2,4670,4636,10,0,10,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,inf,10,10,0.0,277.8,247.0,277.8,inf
"abrupt, Δ=1",LORD++,0.1,2,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,257.8,232.0,257.8,inf
"abrupt, Δ=1",uncorrected,1e-05,3,4679,4588,8,0,8,0.0,0.0,0.0,0.08791208791208792,0.0,0.0,0.0,inf,10,8,0.19999999999999996,461.125,329.5,850.9,inf
"abrupt, Δ=1",uncorrected,0.0001,3,4670,4634,10,0,10,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9,inf
"abrupt, Δ=1",uncorrected,0.001,3,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9,inf
"abrupt, Δ=1",uncorrected,0.01,3,4655,4632,15,5,10,0.3333333333333333,0.10638297872340426,0.001079447322970639,0.43478260869565216,0.10638297872340426,0.10638297872340426,0.010638297872340425,94000.0,10,10,0.0,170.9,152.5,170.9,550.0292568753657
"abrupt, Δ=1",uncorrected,0.05,3,4592,4571,36,26,10,0.7222222222222222,0.30851063829787234,0.0056880332531174796,0.47619047619047616,0.5531914893617021,0.3191489361702128,0.05531914893617021,18076.923076923078,10,10,0.0,150.9,134.5,150.9,119.79405617576592
"abrupt, Δ=1",uncorrected,0.1,3,4502,4482,68,58,10,0.8529411764705882,0.4148936170212766,0.012940651494868362,0.5,1.2340425531914894,0.44680851063829785,0.12340425531914893,8103.448275862069,10,10,0.0,140.9,129.0,140.9,57.51205305792809
"abrupt, Δ=1",bonferroni,1e-05,3,4696,4475,2,0,2,0.0,0.0,0.0,0.00904977375565611,0.0,0.0,0.0,inf,10,2,0.8,1171.5,1171.5,2150.9,inf
"abrupt, Δ=1",bonferroni,0.0001,3,4682,4551,6,0,6,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,inf,10,6,0.4,556.6666666666666,412.5,1250.9,inf
"abrupt, Δ=1",bonferroni,0.001,3,4679,4588,8,0,8,0.0,0.0,0.0,0.08791208791208792,0.0,0.0,0.0,inf,10,8,0.19999999999999996,461.125,329.5,850.9,inf
"abrupt, Δ=1",bonferroni,0.01,3,4670,4634,10,0,10,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9,inf
"abrupt, Δ=1",bonferroni,0.05,3,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,260.9,251.5,260.9,inf
"abrupt, Δ=1",bonferroni,0.1,3,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9,inf
"abrupt, Δ=1",bh_window,1e-05,3,4688,4481,4,0,4,0.0,0.0,0.0,0.01932367149758454,0.0,0.0,0.0,inf,10,4,0.6,1670.25,1865.5,2010.9,inf
"abrupt, Δ=1",bh_window,0.0001,3,4682,4559,6,0,6,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,inf,10,6,0.4,423.3333333333333,412.5,1170.9,inf
"abrupt, Δ=1",bh_window,0.001,3,4673,4620,10,0,10,0.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.0,inf,10,10,0.0,470.9,328.5,470.9,inf
"abrupt, Δ=1",bh_window,0.01,3,4670,4634,10,0,10,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,inf,10,10,0.0,300.9,319.0,300.9,inf
"abrupt, Δ=1",bh_window,0.05,3,4670,4639,10,0,10,0.0,0.0,0.0,0.3225806451612903,0.0,0.0,0.0,inf,10,10,0.0,250.9,251.5,250.9,inf
"abrupt, Δ=1",bh_window,0.1,3,4670,4640,10,0,10,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,inf,10,10,0.0,240.9,229.5,240.9,inf
"abrupt, Δ=1",LORD++,1e-05,3,4697,4474,1,0,1,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,inf,10,1,0.9,334.0,334.0,2170.9,inf
"abrupt, Δ=1",LORD++,0.0001,3,4697,4474,1,0,1,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,inf,10,1,0.9,334.0,334.0,2170.9,inf
"abrupt, Δ=1",LORD++,0.001,3,4679,4557,7,0,7,0.0,0.0,0.0,0.05737704918032787,0.0,0.0,0.0,inf,10,7,0.30000000000000004,786.8571428571429,722.0,1160.9,inf
"abrupt, Δ=1",LORD++,0.01,3,4673,4588,9,0,9,0.0,0.0,0.0,0.10588235294117647,0.0,0.0,0.0,inf,10,9,0.09999999999999998,736.4444444444445,722.0,790.9,inf
"abrupt, Δ=1",LORD++,0.05,3,4673,4623,10,0,10,0.0,0.0,0.0,0.2,0.0,0.0,0.0,inf,10,10,0.0,440.9,393.0,440.9,inf
"abrupt, Δ=1",LORD++,0.1,3,4672,4625,10,0,10,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,inf,10,10,0.0,410.9,369.0,410.9,inf
"abrupt, Δ=1",uncorrected,1e-05,4,4670,4633,10,0,10,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,inf,10,10,0.0,314.8,330.0,314.8,inf
"abrupt, Δ=1",uncorrected,0.0001,4,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,264.8,251.0,264.8,inf
"abrupt, Δ=1",uncorrected,0.001,4,4670,4643,10,0,10,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,inf,10,10,0.0,214.8,218.0,214.8,inf
"abrupt, Δ=1",uncorrected,0.01,4,4648,4627,18,8,10,0.4444444444444444,0.11702127659574468,0.0017289820618111088,0.47619047619047616,0.1702127659574468,0.1276595744680851,0.01702127659574468,58750.0,10,10,0.0,154.8,150.0,154.8,379.5219638242894
"abrupt, Δ=1",uncorrected,0.05,4,4556,4538,50,40,10,0.8,0.44680851063829785,0.00881445570736007,0.5555555555555556,0.851063829787234,0.48936170212765956,0.0851063829787234,11750.0,10,10,0.0,124.8,136.5,124.8,94.15064102564102
"abrupt, Δ=1",uncorrected,0.1,4,4430,4415,93,83,10,0.8924731182795699,0.5230496453900709,0.018799546998867496,0.6666666666666666,1.7659574468085106,0.5531914893617021,0.17659574468085107,5662.650602409639,10,10,0.0,104.8,116.0,104.8,54.03292559551182
"abrupt, Δ=1",bonferroni,1e-05,4,4680,4554,7,0,7,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,inf,10,7,0.30000000000000004,897.0,424.0,1204.8,inf
"abrupt, Δ=1",bonferroni,0.0001,4,4673,4585,9,0,9,0.0,0.0,0.0,0.10227272727272728,0.0,0.0,0.0,inf,10,9,0.09999999999999998,795.4444444444445,408.0,824.8,inf
"abrupt, Δ=1",bonferroni,0.001,4,4670,4634,10,0,10,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,inf,10,10,0.0,304.8,303.5,304.8,inf
"abrupt, Δ=1",bonferroni,0.01,4,4670,4638,10,0,10,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,inf,10,10,0.0,264.8,251.0,264.8,inf
"abrupt, Δ=1",bonferroni,0.05,4,4670,4641,10,0,10,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,inf,10,10,0.0,234.8,248.5,234.8,inf
"abrupt, Δ=1",bonferroni,0.1,4,4670,4643,10,0,10,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,inf,10,10,0.0,214.8,218.0,214.8,inf
